TURBINE_TIME,WIND_SPEED,WIND_DIR,ACTIVE_POWER,month,hour
2020-01-16 00:00:00,5.457142857142857,0.07142857142857138,528.5,1,0
2020-01-16 01:00:00,4.841666666666667,0.9716666666666666,348.375,1,1
2020-01-16 02:00:00,4.567796610169491,0.5169491525423728,288.7559322033898,1,2
2020-01-16 03:00:00,5.665,-0.10166666666666675,598.4483333333334,1,3
2020-01-16 04:00:00,6.910204081632654,-1.273469387755102,910.6,1,4
2020-01-16 05:00:00,7.613333333333333,1.0999999999999999,915.0066666666667,1,5
2020-01-16 06:00:00,7.391304347826087,2.5130434782608693,915.5521739130435,1,6
2020-01-16 07:00:00,6.496666666666667,-0.9283333333333333,747.1550000000001,1,7
2020-01-16 08:00:00,4.758928571428571,-0.8142857142857143,329.6125,1,8
2020-01-16 09:00:00,4.067796610169491,-1.0389830508474578,190.8372881355932,1,9
2020-01-16 10:00:00,5.003333333333333,1.1816666666666664,391.59833333333336,1,10
2020-01-16 11:00:00,5.798333333333333,0.5266666666666666,658.4150000000001,1,11
2020-01-16 12:00:00,5.775,0.3983333333333334,665.6066666666667,1,12
2020-01-16 13:00:00,5.216666666666667,1.9866666666666668,456.72833333333335,1,13
2020-01-16 14:00:00,5.8133333333333335,0.21999999999999995,656.2966666666667,1,14
2020-01-16 15:00:00,6.895,0.06333333333333334,915.1083333333333,1,15
2020-01-16 16:00:00,6.819999999999999,-0.6133333333333334,914.9599999999999,1,16
2020-01-16 17:00:00,6.458333333333333,0.4416666666666667,913.0883333333334,1,17
2020-01-16 18:00:00,6.023076923076923,-1.0794871794871794,739.1410256410256,1,18
2020-01-16 19:00:00,-1.0,-1.0,-1.0,1,19
2020-01-16 20:00:00,-1.0,-1.0,-1.0,1,20
2020-01-16 21:00:00,-1.0,-1.0,-1.0,1,21
2020-01-16 22:00:00,-1.0,-1.0,-1.0,1,22
2020-01-16 23:00:00,-1.0,-1.0,-1.0,1,23
2020-01-17 00:00:00,-1.0,-1.0,-1.0,1,0
2020-01-17 01:00:00,-1.0,-1.0,-1.0,1,1
2020-01-17 02:00:00,-1.0,-1.0,-1.0,1,2
2020-01-17 03:00:00,-1.0,-1.0,-1.0,1,3
2020-01-17 04:00:00,-1.0,-1.0,-1.0,1,4
2020-01-17 05:00:00,7.9,0.2,914.6,1,5
2020-01-17 06:00:00,7.7846153846153845,-0.6230769230769232,914.7615384615384,1,6
2020-01-17 07:00:00,7.41875,-1.2874999999999999,883.74375,1,7
2020-01-17 08:00:00,7.7266666666666675,-1.4333333333333333,897.34,1,8
2020-01-17 09:00:00,7.305882352941176,1.9235294117647062,898.2235294117647,1,9
2020-01-17 10:00:00,-1.0,-1.0,-1.0,1,10
2020-01-17 11:00:00,6.154166666666666,-0.17708333333333334,798.7458333333334,1,11
2020-01-17 12:00:00,5.965,-0.5533333333333333,719.6,1,12
2020-01-17 13:00:00,6.245,0.3233333333333333,848.3666666666667,1,13
2020-01-17 14:00:00,5.9766666666666675,0.008333333333333349,742.5633333333334,1,14
2020-01-17 15:00:00,5.111666666666666,-0.13166666666666668,401.7683333333333,1,15
2020-01-17 16:00:00,5.488333333333333,0.2666666666666666,544.56,1,16
2020-01-17 17:00:00,5.113333333333333,-0.6616666666666667,436.98333333333335,1,17
2020-01-17 18:00:00,4.165217391304347,-0.6521739130434783,190.56521739130434,1,18
2020-01-17 19:00:00,-1.0,-1.0,-1.0,1,19
2020-01-17 20:00:00,-1.0,-1.0,-1.0,1,20
2020-01-17 21:00:00,-1.0,-1.0,-1.0,1,21
2020-01-17 22:00:00,-1.0,-1.0,-1.0,1,22
2020-01-17 23:00:00,-1.0,-1.0,-1.0,1,23
2020-01-18 00:00:00,-1.0,-1.0,-1.0,1,0
2020-01-18 01:00:00,-1.0,-1.0,-1.0,1,1
2020-01-18 02:00:00,-1.0,-1.0,-1.0,1,2
2020-01-18 03:00:00,6.830188679245283,-0.24905660377358485,914.7660377358491,1,3
2020-01-18 04:00:00,6.758333333333334,0.17000000000000004,912.935,1,4
2020-01-18 05:00:00,6.9816666666666665,0.06333333333333328,915.0383333333334,1,5
2020-01-18 06:00:00,7.026666666666667,0.8366666666666667,915.3016666666666,1,6
2020-01-18 07:00:00,6.956666666666666,0.9666666666666667,914.895,1,7
2020-01-18 08:00:00,6.724137931034483,3.8758620689655174,895.5137931034483,1,8
2020-01-18 09:00:00,-1.0,-1.0,-1.0,1,9
2020-01-18 10:00:00,-1.0,-1.0,-1.0,1,10
2020-01-18 11:00:00,4.65,-2.625,280.96666666666664,1,11
2020-01-18 12:00:00,3.858974358974359,-0.3641025641025642,136.16666666666666,1,12
2020-01-18 13:00:00,3.12,1.7400000000000002,41.5,1,13
2020-01-18 14:00:00,3.72,2.15,92.5,1,14
2020-01-18 15:00:00,4.013333333333334,-0.2683333333333333,149.16666666666666,1,15
2020-01-18 16:00:00,3.756140350877193,-0.9789473684210526,106.01403508771931,1,16
2020-01-18 17:00:00,3.7806451612903227,-2.193548387096774,118.63225806451612,1,17
2020-01-18 18:00:00,4.286666666666666,-0.145,211.29,1,18
2020-01-18 19:00:00,4.501666666666667,0.18000000000000005,256.685,1,19
2020-01-18 20:00:00,5.2316666666666665,-0.6,443.25,1,20
2020-01-18 21:00:00,5.29,0.6583333333333333,459.47666666666663,1,21
2020-01-18 22:00:00,4.798333333333333,-0.6733333333333335,331.02166666666665,1,22
2020-01-18 23:00:00,4.169491525423729,-0.06779661016949153,190.79322033898305,1,23
2020-01-19 00:00:00,4.093220338983051,-0.23220338983050837,171.61355932203392,1,0
2020-01-19 01:00:00,3.617241379310345,-0.856896551724138,87.53793103448275,1,1
2020-01-19 02:00:00,6.532203389830508,-1.0813559322033899,801.5932203389831,1,2
2020-01-19 03:00:00,6.444999999999999,0.7016666666666667,876.8883333333334,1,3
2020-01-19 04:00:00,5.53,-0.29166666666666674,567.9066666666666,1,4
2020-01-19 05:00:00,5.085245901639344,1.0327868852459015,414.6393442622951,1,5
2020-01-19 06:00:00,4.3087719298245615,-0.059649122807017646,224.00526315789472,1,6
2020-01-19 07:00:00,4.04,0.5890909090909091,160.36363636363637,1,7
2020-01-19 08:00:00,3.838095238095238,-0.35000000000000003,113.97142857142858,1,8
2020-01-19 09:00:00,3.5666666666666664,-4.75,104.23333333333333,1,9
2020-01-19 10:00:00,3.21,-5.2700000000000005,26.71,1,10
2020-01-19 11:00:00,4.7,-0.24999999999999983,323.625,1,11
2020-01-19 12:00:00,4.746428571428572,-0.07321428571428565,331.34464285714284,1,12
2020-01-19 13:00:00,4.645,-0.02333333333333337,283.8333333333333,1,13
2020-01-19 14:00:00,3.864406779661017,-2.4,134.70338983050848,1,14
2020-01-19 15:00:00,5.52,-0.625,616.615,1,15
2020-01-19 16:00:00,5.65,-0.05833333333333335,593.285,1,16
2020-01-19 17:00:00,5.605,-0.6166666666666667,591.535,1,17
2020-01-19 18:00:00,5.5777777777777775,0.8481481481481481,553.7648148148148,1,18
2020-01-19 19:00:00,5.245283018867925,-0.8415094339622641,492.59245283018873,1,19
2020-01-19 20:00:00,4.003333333333333,-0.6866666666666666,200.64333333333335,1,20
2020-01-19 21:00:00,-1.0,-1.0,-1.0,1,21
2020-01-19 22:00:00,7.376315789473685,-1.3105263157894735,886.7157894736841,1,22
2020-01-19 23:00:00,6.14375,-0.012500000000000018,759.153125,1,23
2020-01-20 00:00:00,6.533333333333333,-1.2242424242424241,859.0090909090909,1,0
2020-01-20 01:00:00,7.6923076923076925,-2.6769230769230767,916.3307692307692,1,1
2020-01-20 02:00:00,7.216,-2.444,908.6080000000001,1,2
2020-01-20 03:00:00,6.857142857142857,-0.1857142857142857,876.8771428571429,1,3
2020-01-20 04:00:00,6.468571428571429,-1.68,882.74,1,4
2020-01-20 05:00:00,6.85,-1.0166666666666666,865.4666666666667,1,5
2020-01-20 06:00:00,6.514285714285715,0.3190476190476191,843.3285714285715,1,6
2020-01-20 07:00:00,6.076470588235294,2.152941176470588,725.2058823529412,1,7
2020-01-20 08:00:00,6.36,-1.4666666666666666,775.4833333333333,1,8
2020-01-20 09:00:00,-1.0,-1.0,-1.0,1,9
2020-01-20 10:00:00,-1.0,-1.0,-1.0,1,10
2020-01-20 11:00:00,-1.0,-1.0,-1.0,1,11
2020-01-20 12:00:00,-1.0,-1.0,-1.0,1,12
2020-01-20 13:00:00,-1.0,-1.0,-1.0,1,13
2020-01-20 14:00:00,-1.0,-1.0,-1.0,1,14
2020-01-20 15:00:00,-1.0,-1.0,-1.0,1,15
2020-01-20 16:00:00,-1.0,-1.0,-1.0,1,16
2020-01-20 17:00:00,7.5,-4.8500000000000005,910.8,1,17
2020-01-20 18:00:00,7.478947368421053,-1.1473684210526314,915.3736842105262,1,18
2020-01-20 19:00:00,7.06923076923077,3.3,888.3692307692307,1,19
2020-01-20 20:00:00,5.589285714285714,-1.2428571428571427,560.3821428571429,1,20
2020-01-20 21:00:00,5.833333333333333,-1.4,631.1533333333333,1,21
2020-01-20 22:00:00,6.160714285714286,-1.6607142857142858,718.2071428571428,1,22
2020-01-20 23:00:00,5.712765957446808,-0.7234042553191488,650.6170212765958,1,23
2020-01-21 00:00:00,6.662962962962963,-0.5444444444444445,846.3925925925926,1,0
2020-01-21 01:00:00,7.46875,-3.00625,914.6375,1,1
2020-01-21 02:00:00,7.6625,-1.05,914.175,1,2
2020-01-21 03:00:00,7.85,2.35,915.85,1,3
2020-01-21 04:00:00,-1.0,-1.0,-1.0,1,4
2020-01-21 05:00:00,-1.0,-1.0,-1.0,1,5
2020-01-21 06:00:00,7.95,-2.3,912.95,1,6
2020-01-21 07:00:00,-1.0,-1.0,-1.0,1,7
2020-01-21 08:00:00,7.866666666666667,-2.3000000000000003,915.0666666666666,1,8
2020-01-21 09:00:00,-1.0,-1.0,-1.0,1,9
2020-01-21 10:00:00,-1.0,-1.0,-1.0,1,10
2020-01-21 11:00:00,-1.0,-1.0,-1.0,1,11
2020-01-21 12:00:00,-1.0,-1.0,-1.0,1,12
2020-01-21 13:00:00,-1.0,-1.0,-1.0,1,13
2020-01-21 14:00:00,-1.0,-1.0,-1.0,1,14
2020-01-21 15:00:00,-1.0,-1.0,-1.0,1,15
2020-01-21 16:00:00,6.362068965517241,0.13103448275862065,887.2413793103449,1,16
2020-01-21 17:00:00,6.4366666666666665,-1.0150000000000001,913.3233333333334,1,17
2020-01-21 18:00:00,6.433333333333334,0.04833333333333328,878.815,1,18
2020-01-21 19:00:00,6.16,-0.29666666666666663,847.1416666666667,1,19
2020-01-21 20:00:00,6.235,0.13499999999999995,805.395,1,20
2020-01-21 21:00:00,5.2316666666666665,-1.3299999999999998,480.24666666666667,1,21
2020-01-21 22:00:00,4.386666666666667,-1.4633333333333334,241.15666666666667,1,22
2020-01-21 23:00:00,4.3100000000000005,0.13499999999999998,232.98,1,23
2020-01-22 00:00:00,4.1525,-0.8275,210.4925,1,0
2020-01-22 01:00:00,3.9025641025641025,-1.7512820512820513,153.47435897435898,1,1
2020-01-22 02:00:00,3.502439024390244,0.5707317073170732,65.4,1,2
2020-01-22 03:00:00,3.1333333333333333,-1.0000000000000002,12.233333333333334,1,3
2020-01-22 04:00:00,-1.0,-1.0,-1.0,1,4
2020-01-22 05:00:00,3.5230769230769234,0.13589743589743594,81.96923076923078,1,5
2020-01-22 06:00:00,-1.0,-1.0,-1.0,1,6
2020-01-22 07:00:00,-1.0,-1.0,-1.0,1,7
2020-01-22 08:00:00,-1.0,-1.0,-1.0,1,8
2020-01-22 09:00:00,3.8076923076923075,-1.6826923076923077,132.32115384615383,1,9
2020-01-22 10:00:00,4.044067796610169,-1.0864406779661018,167.4593220338983,1,10
2020-01-22 11:00:00,3.5058823529411764,1.3882352941176472,58.9264705882353,1,11
2020-01-22 12:00:00,4.703389830508475,2.4864406779661015,303.0593220338983,1,12
2020-01-22 13:00:00,5.612068965517241,0.39137931034482754,553.0827586206897,1,13
2020-01-22 14:00:00,5.744067796610169,1.4322033898305084,662.4033898305086,1,14
2020-01-22 15:00:00,4.051111111111111,1.7688888888888887,155.13555555555556,1,15
2020-01-22 16:00:00,4.066666666666666,0.31250000000000006,220.53333333333333,1,16
2020-01-22 17:00:00,3.4616666666666664,-1.6783333333333335,108.78166666666667,1,17
