"STD_YM","SI_DO_NM","SGNG_NM","ADONG_NM","BLOCK_CD","X_COORD","Y_COORD","AVG_00TMST","AVG_01TMST","AVG_02TMST","AVG_03TMST","AVG_04TMST","AVG_05TMST","AVG_06TMST","AVG_07TMST","AVG_08TMST","AVG_09TMST","AVG_10TMST","AVG_11TMST","AVG_12TMST","AVG_13TMST","AVG_14TMST","AVG_15TMST","AVG_16TMST","AVG_17TMST","AVG_18TMST","AVG_19TMST","AVG_20TMST","AVG_21TMST","AVG_22TMST","AVG_23TMST","DATA_LOAD_DT"
"201603","서울특별시","종로구","교남동","1.10106E+19","952731.8125","1952597","0.9","0.46","0.27","0.16","0.15","0.25","0.71","1.86","2.8","4.04","5.05","5.33","5.22","5.47","5.65","6.11","6.67","6.11","5.96","4.87","3.77","3.27","2.73","1.63","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952732","1952648","0.16","0.11","0.08","0.06","0.06","0.08","0.21","0.42","0.69","1.11","1.31","1.29","1.13","1.13","1.15","1.18","1.19","1.14","1.04","0.87","0.7","0.59","0.4","0.25","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952534.625","1952444","4.99","2.46","1.39","0.93","0.88","1.45","3.74","9.76","16.31","23.61","28.99","29.96","28.17","29.9","31.46","32.85","34.87","33.15","31.44","26.27","21.39","18.54","14.56","9.24","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952583.375","1952392","5.58","2.74","1.54","1.04","0.99","1.62","4.18","10.93","18.25","26.43","32.45","33.54","31.53","33.47","35.21","36.77","39.03","37.11","35.2","29.4","23.94","20.75","16.3","10.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952583.8125","1952443","4.79","2.32","1.28","0.84","0.8","1.34","3.46","9.22","15.42","22.14","27.27","28.3","26.73","28.48","30.02","31.38","33.4","31.75","30.18","25.2","20.54","17.83","14.1","8.95","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952632.125","1952340","3.36","1.65","0.92","0.63","0.57","0.85","2.07","5.2","10.02","15.18","19.05","21.3","20.06","21.19","22.5","23.22","23.73","23.61","23.18","18.97","15.39","13.22","10.15","6.42","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952632.375","1952392","1.62","0.81","0.45","0.34","0.32","0.52","1.15","2.79","5.05","6.98","8.59","9.01","8.55","9.15","9.97","10.2","10.83","10.79","10.5","8.73","7.11","6.04","4.68","2.99","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952632.8125","1952443","3.3","1.56","0.84","0.58","0.55","0.91","2.29","6.14","10.77","15.43","18.87","19.45","18.1","19.42","20.64","21.26","22.36","21.63","20.32","17.14","14.28","12.39","9.57","6.25","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952633.125","1952494","1.28","0.65","0.38","0.23","0.22","0.36","1.01","2.65","3.98","5.75","7.19","7.59","7.42","7.78","8.04","8.69","9.49","8.69","8.48","6.93","5.37","4.66","3.89","2.32","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952388.625","1952650","3.78","1.86","1.05","0.7","0.67","1.1","2.83","7.39","12.33","17.86","21.92","22.66","21.31","22.61","23.79","24.85","26.36","25.07","23.78","19.87","16.18","14.03","11","6.99","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952437.375","1952598","1.29","0.69","0.42","0.27","0.26","0.41","1.12","2.8","4.27","6.31","7.8","8.11","7.78","8.09","8.33","8.94","9.65","8.88","8.59","7.04","5.48","4.73","3.85","2.3","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952437.6875","1952650","1.29","0.69","0.42","0.27","0.26","0.41","1.12","2.79","4.24","6.28","7.76","8.07","7.75","8.05","8.3","8.9","9.6","8.85","8.55","7.01","5.46","4.72","3.82","2.28","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952438","1952701","1.3","0.69","0.42","0.27","0.26","0.41","1.12","2.81","4.28","6.33","7.83","8.14","7.81","8.11","8.37","8.97","9.68","8.92","8.62","7.07","5.51","4.75","3.86","2.31","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952486.125","1952547","1.31","0.7","0.42","0.27","0.26","0.42","1.13","2.84","4.33","6.39","7.9","8.22","7.88","8.18","8.44","9.05","9.77","9","8.7","7.14","5.55","4.8","3.89","2.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952486.375","1952598","1.29","0.69","0.42","0.27","0.26","0.41","1.11","2.79","4.24","6.27","7.75","8.06","7.74","8.03","8.28","8.88","9.58","8.82","8.53","7","5.45","4.71","3.82","2.28","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952486.6875","1952649","1.1","0.56","0.33","0.2","0.19","0.31","0.86","2.28","3.42","4.94","6.19","6.53","6.38","6.69","6.92","7.47","8.16","7.47","7.29","5.96","4.61","4","3.34","1.99","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952487","1952701","3.4","1.65","0.9","0.61","0.58","0.93","2.29","6.41","10.81","16.65","20.76","21.95","20.94","22.29","23.32","24.33","26.48","25.2","24.18","19.4","15.56","13.45","10.67","6.31","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952534.875","1952495","2.36","1.14","0.63","0.42","0.39","0.66","1.64","4.29","7.08","9.79","12.25","13.02","12.68","13.54","14.43","15.2","16.49","15.75","15.43","12.71","10.1","8.68","7.07","4.37","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952535.1875","1952546","1.15","0.59","0.34","0.21","0.19","0.33","0.9","2.38","3.58","5.17","6.47","6.82","6.67","7","7.23","7.81","8.53","7.81","7.62","6.23","4.82","4.19","3.49","2.08","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952535.5","1952598","2.74","1.33","0.76","0.48","0.47","0.76","2.09","5.64","9.13","13.47","16.52","16.98","15.92","16.83","17.45","18.38","19.5","18.18","17.06","14.28","11.63","10.17","8.03","5.08","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952535.8125","1952649","1.09","0.56","0.33","0.2","0.19","0.31","0.86","2.27","3.41","4.92","6.16","6.5","6.35","6.66","6.89","7.44","8.13","7.44","7.26","5.93","4.59","3.98","3.33","1.98","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952536.125","1952700","3.97","1.93","1.09","0.72","0.68","1.09","2.89","8.09","13.41","21.04","25.91","26.88","25.13","26.61","27.46","28.69","30.77","28.85","27.04","21.99","17.89","15.6","12.19","7.39","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952584","1952495","1.15","0.53","0.27","0.2","0.19","0.32","0.69","1.78","3.33","4.35","5.45","5.84","5.66","6.19","6.85","6.99","7.52","7.56","7.45","6.19","5.05","4.3","3.41","2.19","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952584.3125","1952546","1.18","0.6","0.35","0.22","0.2","0.34","0.93","2.45","3.69","5.32","6.66","7.03","6.88","7.21","7.45","8.05","8.79","8.05","7.86","6.42","4.97","4.31","3.6","2.15","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952584.625","1952597","2.81","1.38","0.78","0.5","0.47","0.78","2.16","5.79","9.38","13.85","16.97","17.45","16.35","17.29","17.94","18.89","20.04","18.69","17.54","14.67","11.95","10.45","8.25","5.22","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952584.875","1952649","1.09","0.55","0.33","0.2","0.18","0.31","0.86","2.25","3.39","4.89","6.12","6.46","6.32","6.62","6.84","7.39","8.08","7.4","7.22","5.9","4.57","3.96","3.31","1.97","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952585.1875","1952700","2.62","1.28","0.73","0.46","0.44","0.73","2.01","5.41","8.76","12.93","15.86","16.31","15.28","16.16","16.75","17.65","18.72","17.45","16.38","13.71","11.17","9.75","7.7","4.88","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952633.3125","1952546","2.93","1.43","0.81","0.52","0.49","0.82","2.24","6.03","9.77","14.42","17.67","18.17","17.03","18.01","18.67","19.67","20.87","19.46","18.26","15.29","12.45","10.88","8.59","5.44","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952633.625","1952597","1.11","0.56","0.33","0.2","0.19","0.31","0.87","2.3","3.45","4.99","6.24","6.59","6.44","6.75","6.98","7.54","8.24","7.54","7.36","6.01","4.66","4.04","3.37","2.01","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954405.875","1953717","0.22","0.11","0.08","0.06","0.04","0.08","0.22","0.95","1.84","3.52","4.75","5.17","4.22","5.19","5.43","5.54","5.76","5.36","4.44","2.58","1.72","1.29","0.9","0.45","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954357.3125","1953769","0.06","0.04","0.03","0.02","0.02","0.03","0.06","0.16","0.26","0.49","0.65","0.72","0.69","0.72","0.72","0.7","0.68","0.61","0.52","0.37","0.3","0.23","0.17","0.1","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954357.5","1953820","0.07","0.04","0.03","0.02","0.02","0.03","0.07","0.16","0.26","0.51","0.67","0.74","0.72","0.75","0.75","0.72","0.7","0.63","0.54","0.38","0.31","0.23","0.17","0.11","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954357.8125","1953872","1.15","0.56","0.28","0.16","0.14","0.23","0.68","2.39","4.35","6.47","7.95","8.78","8.68","9.09","9.42","10.16","10.88","9.81","9.02","7.02","5.69","4.98","3.64","2.2","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954406.3125","1953769","0.82","0.38","0.19","0.14","0.13","0.24","0.71","3.61","6.7","13.1","18.41","21.15","18.27","22.09","23.31","24.21","24.12","22.84","20.44","11.57","7.39","5.6","3.64","1.72","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954406.5","1953820","0.12","0.06","0.03","0.02","0.02","0.04","0.12","0.66","1.34","2.56","3.46","3.76","2.95","3.78","3.98","4.11","4.33","4.05","3.34","1.87","1.19","0.88","0.61","0.28","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954406.8125","1953871","0.13","0.06","0.03","0.02","0.02","0.04","0.12","0.68","1.37","2.62","3.55","3.86","3.02","3.87","4.08","4.21","4.43","4.15","3.42","1.92","1.22","0.9","0.62","0.29","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954407.125","1953923","0.07","0.05","0.03","0.02","0.02","0.03","0.07","0.17","0.29","0.55","0.73","0.81","0.78","0.82","0.81","0.79","0.76","0.69","0.59","0.41","0.34","0.25","0.19","0.12","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954407.6875","1954025","0.72","0.34","0.2","0.12","0.11","0.21","0.63","2.14","4.31","8.86","12.31","14.62","13.42","15.55","15.63","15.98","15.86","14.7","13.44","8.31","5.94","4.5","2.9","1.47","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954453.125","1953357","1.54","0.75","0.37","0.23","0.21","0.31","0.96","3.73","6.68","13.92","20.51","24.52","24.1","26.29","26.67","27.41","27.47","26.06","25.7","16.6","11.54","9.32","6.27","3.18","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954453.625","1953460","0.8","0.4","0.21","0.13","0.12","0.2","0.59","2.33","4.11","7.89","11.15","13.07","12.76","14.35","14.64","15","15.22","14.04","13.35","8.58","6.35","5","3.26","1.57","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954453.875","1953511","0.65","0.3","0.15","0.08","0.08","0.14","0.44","1.96","3.49","6.71","9.55","11.29","11.03","12.51","12.8","13.2","13.46","12.45","11.94","7.62","5.59","4.41","2.84","1.32","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954454.1875","1953563","0.11","0.09","0.05","0.04","0.03","0.05","0.09","0.19","0.36","0.72","1.16","1.44","1.53","1.61","1.64","1.66","1.53","1.4","1.15","0.88","0.64","0.43","0.27","0.18","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954454.5","1953614","0","0","0","0","0","0","0","0.01","0","0","0","0.01","0","0","0","0","0.01","0","0","0.01","0","0","0","0","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954454.8125","1953666","0.18","0.08","0.05","0.03","0.03","0.06","0.17","0.95","1.92","3.68","4.97","5.4","4.23","5.42","5.72","5.9","6.21","5.82","4.79","2.69","1.71","1.27","0.87","0.41","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954455.125","1953717","0.1","0.07","0.04","0.03","0.03","0.04","0.1","0.24","0.4","0.76","1.01","1.12","1.08","1.13","1.13","1.09","1.05","0.95","0.81","0.57","0.46","0.35","0.26","0.16","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954455.3125","1953768","0.17","0.12","0.08","0.06","0.04","0.07","0.16","0.37","0.63","1.22","1.78","2.08","2.12","2.22","2.25","2.21","2.09","1.9","1.59","1.17","0.9","0.64","0.43","0.28","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954455.625","1953820","0.9","0.43","0.22","0.14","0.12","0.18","0.56","2.19","3.91","8.15","12.01","14.36","14.11","15.4","15.61","16.05","16.08","15.26","15.05","9.72","6.75","5.45","3.67","1.86","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954455.875","1953871","1.34","0.69","0.35","0.22","0.18","0.23","0.73","2.27","4.85","10.21","14.6","18.14","16.44","17.48","17.53","18.02","17.24","16.31","17.4","11.29","7.26","6.08","4.37","2.58","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954456.1875","1953922","1.44","0.7","0.4","0.24","0.22","0.4","1.19","3.7","6.81","12.72","17.3","20.08","18.64","21.25","21.48","22.28","22.57","20.89","19.42","12.85","9.37","7.41","5.22","2.8","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954456.375","1953974","0.36","0.16","0.08","0.05","0.04","0.08","0.24","1.08","1.92","3.7","5.27","6.22","6.08","6.9","7.06","7.28","7.42","6.87","6.58","4.2","3.08","2.43","1.57","0.73","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954457","1954077","0.31","0.15","0.09","0.06","0.05","0.11","0.32","0.95","2.19","4.76","6.53","7.83","6.81","8.1","8.04","8.21","7.98","7.42","6.54","3.88","2.67","1.94","1.23","0.66","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954501.5","1953254","1.02","0.51","0.26","0.17","0.16","0.19","0.57","1.89","3.4","7.92","12.16","14.74","14.58","15.18","15.24","15.61","15.31","14.98","15.27","10","6.52","5.41","3.84","2.12","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954501.8125","1953306","0.8","0.37","0.18","0.1","0.1","0.17","0.55","2.42","4.31","8.3","11.82","13.97","13.64","15.48","15.84","16.33","16.65","15.41","14.78","9.43","6.92","5.46","3.51","1.64","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954502.875","1953511","0.63","0.29","0.14","0.08","0.08","0.13","0.43","1.91","3.39","6.52","9.29","10.98","10.73","12.17","12.45","12.84","13.09","12.11","11.62","7.41","5.44","4.29","2.76","1.29","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954502.125","1953357","0.74","0.34","0.17","0.1","0.09","0.16","0.51","2.24","3.98","7.66","10.9","12.89","12.59","14.29","14.62","15.07","15.36","14.22","13.63","8.7","6.38","5.03","3.24","1.51","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954502.375","1953408","0.81","0.4","0.22","0.13","0.12","0.2","0.59","2.37","4.17","8.02","11.32","13.28","12.96","14.57","14.88","15.24","15.46","14.27","13.56","8.72","6.45","5.08","3.31","1.59","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954502.625","1953460","1.08","0.57","0.31","0.2","0.18","0.31","0.87","3.57","6.62","12.73","17.87","20.51","18.91","21.95","22.61","23.18","23.64","21.92","19.75","12.38","8.81","6.77","4.45","2.18","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954503.1875","1953563","0.81","0.37","0.19","0.12","0.11","0.19","0.62","2.92","5.44","10.44","14.57","16.68","15.12","17.85","18.47","19.05","19.64","18.25","16.62","10.18","7.17","5.56","3.65","1.7","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954503.5","1953614","0.9","0.44","0.23","0.16","0.13","0.23","0.7","3.1","5.73","10.99","15.27","17.44","15.88","18.59","19.18","19.69","20.23","18.76","17.02","10.51","7.48","5.78","3.84","1.83","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954503.8125","1953665","0.19","0.09","0.05","0.04","0.03","0.06","0.19","1.02","2.06","3.94","5.33","5.79","4.53","5.81","6.13","6.32","6.66","6.23","5.14","2.88","1.83","1.36","0.94","0.43","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954504.125","1953717","0.3","0.15","0.1","0.08","0.06","0.11","0.29","1.25","2.44","4.67","6.29","6.85","5.58","6.87","7.19","7.34","7.62","7.1","5.88","3.42","2.29","1.71","1.19","0.6","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954504.3125","1953768","0.28","0.15","0.1","0.07","0.06","0.1","0.29","1.22","2.36","4.52","6.09","6.63","5.41","6.66","6.96","7.1","7.38","6.87","5.7","3.31","2.21","1.65","1.15","0.58","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954504.625","1953819","0.17","0.08","0.05","0.03","0.03","0.05","0.17","0.92","1.87","3.57","4.83","5.25","4.11","5.26","5.56","5.73","6.04","5.65","4.66","2.61","1.66","1.23","0.85","0.39","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954504.875","1953871","0.59","0.28","0.17","0.11","0.1","0.2","0.61","2.16","4.75","9.9","13.52","15.73","13.27","16.13","16.29","16.7","16.64","15.51","13.39","7.8","5.26","3.84","2.49","1.29","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954505.1875","1953922","0.38","0.18","0.11","0.07","0.07","0.13","0.4","1.17","2.71","5.88","8.07","9.68","8.41","10.01","9.93","10.15","9.86","9.17","8.09","4.79","3.3","2.4","1.52","0.82","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954505.375","1953974","0.35","0.17","0.09","0.06","0.05","0.07","0.16","0.52","0.96","1.28","1.56","1.6","1.66","1.72","1.78","1.86","2.12","2.04","2.03","1.79","1.51","1.32","1.03","0.66","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954505.8125","1954025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954506","1954076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954506.3125","1954128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954550.625","1953254","1.1","0.55","0.28","0.18","0.17","0.2","0.62","2.04","3.68","8.57","13.16","15.95","15.78","16.43","16.5","16.89","16.56","16.21","16.53","10.82","7.06","5.86","4.15","2.29","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954550.875","1953305","0.86","0.43","0.22","0.14","0.13","0.16","0.49","1.6","2.88","6.71","10.29","12.48","12.34","12.85","12.91","13.22","12.96","12.68","12.93","8.47","5.52","4.58","3.25","1.79","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954551.1875","1953357","1.64","0.82","0.42","0.28","0.25","0.35","1.08","3.98","7.07","14.65","21.42","25.49","25.01","27.21","27.58","28.26","28.27","26.74","26.19","16.98","11.9","9.57","6.47","3.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954555.375","1954127","0.24","0.12","0.07","0.04","0.04","0.08","0.25","0.74","1.71","3.71","5.09","6.1","5.3","6.31","6.26","6.4","6.21","5.78","5.1","3.02","2.08","1.51","0.96","0.52","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954555.6875","1954179","0.36","0.18","0.12","0.07","0.07","0.13","0.37","1.06","2.36","5.05","6.91","8.22","7.22","8.49","8.43","8.58","8.33","7.73","6.8","4.08","2.87","2.09","1.34","0.74","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954599.3125","1953202","2.59","1.27","0.69","0.48","0.47","0.78","2.27","10.98","20.4","39.92","56.38","64.97","56.64","68.06","71.71","74.38","73.88","69.86","62.32","35.73","22.93","17.29","11.19","5.42","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","가회동","1.10106E+19","954599.625","1953254","1.55","0.86","0.47","0.33","0.29","0.38","1.01","2.97","5.29","11.8","17.87","21.47","21.39","22.31","22.43","22.79","22.14","21.33","20.92","14","9.44","7.6","5.33","3.04","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952680.875","1952289","5.91","2.86","1.6","1.07","1","1.55","3.97","10.36","18.85","28.41","35.09","37.59","34.92","36.99","38.93","40.25","41.39","40.35","38.49","32","26.34","22.83","17.46","11.23","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952682.125","1952494","1.09","0.5","0.26","0.19","0.18","0.31","0.65","1.69","3.15","4.13","5.17","5.54","5.37","5.87","6.5","6.63","7.13","7.17","7.07","5.87","4.8","4.08","3.23","2.08","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952682.375","1952545","2.71","1.33","0.76","0.48","0.46","0.75","2.08","5.59","9.05","13.38","16.39","16.86","15.8","16.71","17.32","18.25","19.36","18.05","16.94","14.17","11.54","10.09","7.96","5.04","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952681.3125","1952340","1.43","0.66","0.34","0.25","0.23","0.4","0.85","2.21","4.13","5.41","6.76","7.25","7.03","7.68","8.51","8.68","9.34","9.39","9.25","7.68","6.28","5.34","4.23","2.72","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952681.625","1952391","0.26","0.18","0.13","0.09","0.1","0.14","0.34","0.7","1.13","1.83","2.16","2.11","1.86","1.85","1.89","1.94","1.96","1.87","1.71","1.44","1.15","0.97","0.66","0.4","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952681.8125","1952443","4.65","2.2","1.21","0.8","0.74","1.16","2.99","7.96","14.59","21.87","27.1","29.21","27.24","28.97","30.54","31.57","32.51","31.72","30.33","25.2","20.78","18.04","13.87","8.94","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952730.3125","1952340","2.41","1.15","0.63","0.42","0.41","0.66","1.81","4.94","8.39","12.56","15.2","15.38","14.01","14.91","15.49","16.05","16.67","15.75","14.36","12.24","10.31","9.06","6.89","4.54","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952730.625","1952391","2.26","1.08","0.6","0.39","0.38","0.62","1.7","4.65","7.9","11.82","14.31","14.48","13.19","14.03","14.58","15.11","15.69","14.82","13.52","11.52","9.71","8.53","6.48","4.28","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952730.875","1952442","1.99","0.95","0.52","0.35","0.34","0.55","1.5","4.08","6.94","10.38","12.57","12.72","11.59","12.33","12.81","13.27","13.78","13.02","11.87","10.12","8.53","7.49","5.69","3.76","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952731.125","1952494","2.88","1.4","0.8","0.51","0.49","0.8","2.21","5.93","9.6","14.17","17.37","17.86","16.74","17.69","18.35","19.33","20.51","19.12","17.94","15.02","12.23","10.68","8.44","5.34","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952731.375","1952545","0.17","0.12","0.08","0.06","0.06","0.09","0.22","0.46","0.74","1.2","1.41","1.38","1.22","1.21","1.24","1.27","1.29","1.23","1.12","0.94","0.75","0.64","0.44","0.26","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952779.6875","1952391","2.29","1.09","0.6","0.4","0.39","0.63","1.72","4.71","8","11.97","14.48","14.66","13.35","14.21","14.76","15.29","15.88","15.01","13.68","11.66","9.83","8.63","6.56","4.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952779.875","1952442","0.24","0.16","0.12","0.09","0.09","0.12","0.31","0.64","1.03","1.67","1.97","1.93","1.7","1.69","1.72","1.78","1.79","1.71","1.56","1.31","1.05","0.89","0.61","0.37","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952780.3125","1952494","2.37","1.19","0.68","0.46","0.43","0.71","1.77","4.47","7.37","10.4","12.91","13.58","13.07","13.86","14.7","15.46","16.66","15.91","15.5","12.78","10.16","8.72","7.01","4.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952780.625","1952545","1.35","0.64","0.35","0.23","0.23","0.37","1.01","2.76","4.7","7.03","8.5","8.61","7.84","8.34","8.67","8.98","9.32","8.81","8.03","6.85","5.77","5.07","3.85","2.54","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952828.875","1952442","0.24","0.16","0.11","0.09","0.09","0.12","0.31","0.63","1.02","1.66","1.95","1.92","1.69","1.68","1.71","1.76","1.78","1.7","1.55","1.3","1.04","0.88","0.6","0.37","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","교남동","1.10106E+19","952780.8125","1952596","0.14","0.1","0.07","0.05","0.05","0.07","0.19","0.38","0.62","1","1.19","1.16","1.02","1.02","1.04","1.07","1.08","1.03","0.94","0.79","0.63","0.53","0.37","0.22","2016-05-04 오후 6:20:55"
