"STD_YM","SI_DO_NM","SGNG_NM","ADONG_NM","BLOCK_CD","X_COORD","Y_COORD","AVG_00TMST","AVG_01TMST","AVG_02TMST","AVG_03TMST","AVG_04TMST","AVG_05TMST","AVG_06TMST","AVG_07TMST","AVG_08TMST","AVG_09TMST","AVG_10TMST","AVG_11TMST","AVG_12TMST","AVG_13TMST","AVG_14TMST","AVG_15TMST","AVG_16TMST","AVG_17TMST","AVG_18TMST","AVG_19TMST","AVG_20TMST","AVG_21TMST","AVG_22TMST","AVG_23TMST","DATA_LOAD_DT"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955870.8125","1952425","12","7.6","4.89","3.25","2.42","2.65","5.24","14.18","37.44","86.3","130.09","159.23","155.16","173.09","176.64","176.16","171.41","160.36","141.3","89.44","53.74","42.84","31.04","20.17","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955871","1952477","5.83","3.47","2.24","1.49","1.02","1.23","2.51","7.14","18.58","42.59","63.69","77.12","73.27","83.11","85.6","85.89","83.76","78.36","68.48","43.83","28.45","22.07","15.39","9.93","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955919.8125","1952425","3.23","2.07","1.38","0.96","0.65","0.83","1.73","4.43","10.73","24.26","36.05","44.13","42.14","48.35","50.06","50.32","48.43","44.76","37.95","23.93","15.59","11.92","8.12","5.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955477.875","1952376","0.18","0.12","0.09","0.07","0.06","0.08","0.17","0.31","0.72","1.55","2.35","2.8","2.82","2.95","3.06","3.07","2.84","2.46","1.78","1.13","0.72","0.52","0.36","0.24","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955478.1875","1952427","1.05","0.62","0.41","0.23","0.19","0.24","0.5","1.73","5.37","11.2","16.09","18.84","17.09","20.34","20.76","20.9","20.42","19.34","17.2","10.2","5.11","3.84","2.84","1.94","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955526.8125","1952324","0.08","0.06","0.04","0.03","0.02","0.02","0.07","0.19","0.47","1.13","1.52","1.66","1.53","1.62","1.72","1.67","1.59","1.45","1.13","0.68","0.4","0.26","0.17","0.12","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955527.125","1952376","0.09","0.06","0.04","0.03","0.02","0.02","0.07","0.2","0.49","1.17","1.59","1.73","1.59","1.69","1.79","1.74","1.66","1.52","1.18","0.7","0.42","0.27","0.18","0.13","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955527.3125","1952427","0.18","0.12","0.09","0.07","0.06","0.08","0.16","0.31","0.71","1.52","2.3","2.75","2.76","2.89","2.99","3.01","2.78","2.41","1.74","1.11","0.71","0.51","0.35","0.23","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955527.625","1952478","5.85","3.82","2.47","1.55","1.12","1.21","2.36","6.36","17.55","39.5","61.72","77.79","78.38","87.37","89.08","88.86","86.79","81.75","73.58","47.24","25.5","20.31","15.14","9.81","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955575.5","1952273","2.39","1.21","0.73","0.46","0.38","0.56","1.2","3.29","6.43","10.24","13.78","15.62","16.43","18.06","18.88","19.46","20.34","20","19.81","17.13","13.29","10.96","7.86","4.64","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955575.8125","1952324","0.09","0.07","0.05","0.03","0.02","0.02","0.07","0.21","0.52","1.22","1.66","1.8","1.66","1.76","1.87","1.81","1.73","1.58","1.22","0.73","0.44","0.29","0.19","0.13","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955576.125","1952375","1.27","0.77","0.51","0.32","0.25","0.34","0.7","2.15","6.47","13.65","19.23","22.33","20.27","23.72","24.24","24.32","23.65","22.26","19.79","11.84","6.09","4.57","3.31","2.27","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955576.3125","1952427","3.17","1.78","1.15","0.72","0.58","0.73","1.38","4.25","12.22","26.81","38.96","45.88","42.52","48.45","49.39","49.54","48.66","46.07","41.52","26.05","15.32","11.89","8.6","5.63","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955576.625","1952478","5.05","3.37","2.18","1.39","1.05","1.14","2.33","6.51","18.24","40.59","61.89","76.1","75.37","84.07","85.24","84.73","82.42","76.99","67.06","40.93","21.83","17.65","13.28","8.62","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955624.875","1952324","0.24","0.17","0.13","0.12","0.14","0.21","0.35","0.74","1.37","2.9","3.76","4.17","3.9","4.14","4.28","4.2","3.88","3.48","2.65","1.56","0.96","0.65","0.43","0.33","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955625.125","1952375","5.25","3.47","2.19","1.41","1.06","1.17","2.49","7.37","19.08","42.57","64.97","80.76","78.03","86.96","88.65","87.78","85.37","79.51","69.65","42.61","24.05","19.47","14.31","8.99","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955625.375","1952426","5.61","3.72","2.42","1.54","1.16","1.27","2.56","7.15","20.19","44.96","68.21","83.9","82.97","92.63","93.77","93.18","90.74","84.87","74.52","45.53","24.24","19.69","14.8","9.62","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955625.6875","1952478","5.68","3.78","2.47","1.57","1.17","1.28","2.61","7.32","20.52","45.7","69.64","85.65","84.81","94.61","95.93","95.34","92.77","86.64","75.48","46.09","24.56","19.88","14.95","9.71","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955528.125","1952581","0.67","0.41","0.27","0.18","0.13","0.18","0.37","1.13","3.43","7.22","10.18","11.82","10.72","12.56","12.83","12.87","12.52","11.78","10.48","6.26","3.23","2.41","1.76","1.2","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955184.125","1952480","5.63","3.46","2.19","1.31","0.8","0.76","1.59","4.14","12.28","33.49","53.15","68.53","69.38","77.14","79.85","80.45","79.01","75.49","69.4","47.2","26.72","20.31","14.03","8.83","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955233.3125","1952480","5.6","3.39","2.2","1.28","0.87","0.99","1.88","5.37","15.36","33.75","52.67","66.8","65.89","75.78","78.5","79.24","77.98","74.98","71.36","48.45","25.97","19.54","14.19","9.37","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955282.3125","1952480","6.77","3.9","2.45","1.45","1.09","1.25","2.49","7.24","18.79","41.5","69.48","90.08","91.31","104.29","110.12","112.79","112.04","105.54","96.6","62.66","33.89","25.65","18.42","11.54","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955528.375","1952632","0.83","0.51","0.35","0.21","0.17","0.21","0.45","1.41","4.17","8.78","12.64","14.76","13.57","15.77","16.17","16.23","15.73","14.72","12.73","7.6","3.95","2.92","2.13","1.46","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955576.875","1952529","4.15","2.75","1.77","1.13","0.84","0.91","1.8","5.15","14.75","32.82","49.95","61.71","61.09","68.44","69.16","68.73","67.08","62.95","55.73","34.02","17.97","14.71","11.11","7.21","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955577.125","1952581","0.96","0.58","0.38","0.24","0.2","0.26","0.53","1.63","4.91","10.34","14.57","16.92","15.35","17.97","18.35","18.44","17.92","16.86","14.99","8.96","4.62","3.46","2.5","1.72","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955577.375","1952632","0.91","0.54","0.37","0.22","0.18","0.25","0.49","1.5","4.62","9.63","13.62","15.91","14.42","17.02","17.34","17.45","17","16.04","14.39","8.6","4.38","3.31","2.42","1.65","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955577.6875","1952684","1.02","0.61","0.42","0.25","0.21","0.27","0.56","1.68","5.05","10.54","15.25","17.89","16.47","19.25","19.7","19.82","19.24","18.03","15.7","9.38","4.83","3.6","2.64","1.8","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955578","1952735","0.89","0.53","0.35","0.21","0.18","0.24","0.48","1.47","4.52","9.41","13.32","15.55","14.09","16.64","16.94","17.05","16.6","15.67","14.06","8.41","4.28","3.23","2.36","1.62","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955625.875","1952529","5.47","3.63","2.36","1.51","1.12","1.24","2.5","6.98","19.71","43.89","66.59","81.9","81","90.43","91.55","90.96","88.58","82.86","72.76","44.45","23.67","19.21","14.44","9.38","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955626.3125","1952581","4.17","2.86","1.86","1.2","0.9","0.95","1.88","4.89","13.25","30.21","47.28","59.35","60.52","66.28","66.97","66.33","64.48","59.97","52.03","32.09","17.41","14.46","10.95","7","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955626.5","1952632","5.16","3.42","2.22","1.43","1.06","1.16","2.36","6.58","18.59","41.39","62.79","77.23","76.38","85.27","86.33","85.76","83.53","78.13","68.61","41.92","22.31","18.12","13.62","8.85","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955626.8125","1952683","4.77","3.17","2.06","1.31","0.99","1.09","2.15","6","17.03","37.86","57.63","71.09","70.42","78.69","79.6","79.11","77.08","72.14","63.48","38.8","20.62","16.8","12.65","8.22","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955627.125","1952735","1.01","0.6","0.4","0.25","0.19","0.26","0.54","1.67","5.14","10.72","15.15","17.71","16.05","18.94","19.29","19.42","18.9","17.84","16.01","9.58","4.88","3.69","2.69","1.84","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955675.875","1952683","3.87","2.39","1.57","1.02","0.66","0.83","1.81","5.26","14.52","32.06","47.02","56.8","53.06","62.01","63.86","64.25","62.38","58.36","51.08","31.63","18.97","14.52","10.12","6.68","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955676.1875","1952734","1.14","0.67","0.45","0.28","0.22","0.3","0.61","1.87","5.77","12.02","17","19.85","18","21.24","21.63","21.78","21.2","20.01","17.95","10.74","5.47","4.14","3.02","2.06","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955724.875","1952683","1.37","0.81","0.54","0.33","0.26","0.36","0.73","2.25","6.96","14.49","20.5","23.95","21.7","25.61","26.07","26.25","25.56","24.12","21.65","12.95","6.6","4.99","3.65","2.49","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955725.1875","1952734","1.89","1.03","0.65","0.41","0.34","0.47","0.97","3","7.92","15.05","20.78","23.84","22.02","25.52","26.03","26.37","26.29","24.86","22.71","14.75","8.73","6.95","5.2","3.48","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955774","1952683","0.22","0.15","0.12","0.08","0.07","0.1","0.21","0.39","0.9","1.94","2.94","3.5","3.51","3.68","3.81","3.83","3.55","3.07","2.21","1.41","0.9","0.65","0.45","0.3","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955281.375","1952326","4.86","3","1.86","1.13","0.69","0.68","1.38","3.95","13.99","39.07","59.06","72.18","69.32","77.75","80.39","80.71","78.95","75.29","68.8","44.85","24.47","18.05","12.14","7.7","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955281.6875","1952377","2.54","1.56","1","0.58","0.35","0.37","0.63","1.32","3.12","7.81","14.32","20.56","22.57","24.92","26.29","26.62","26.43","25.86","26.48","20.23","11.4","8.59","6.16","3.97","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955282","1952428","5.64","3.41","2.16","1.28","0.84","0.89","1.86","5.48","16.91","40.96","61.92","76.97","74.64","85.22","87.65","88.29","86.71","82.85","76.24","49.67","27.03","20.54","14.45","9.34","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955330.3125","1952274","0.12","0.09","0.06","0.04","0.03","0.03","0.09","0.27","0.67","1.59","2.16","2.35","2.16","2.3","2.44","2.36","2.26","2.06","1.6","0.96","0.57","0.37","0.25","0.17","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955330.625","1952325","1.08","0.65","0.38","0.24","0.15","0.1","0.33","1.1","4.22","12.52","17.83","21.28","19.9","22.35","22.6","22.66","22.14","20.84","17.61","10.17","5.79","4.54","2.89","1.73","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955330.8125","1952377","4.66","2.8","1.77","1.05","0.68","0.73","1.51","4.39","13.85","33.7","50.54","62.88","60.78","69.55","71.43","71.97","70.82","67.89","63.38","41.42","22.49","17.17","12.05","7.78","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955331.125","1952428","4.94","2.98","1.9","1.13","0.73","0.8","1.64","4.81","14.85","35.98","54.38","67.6","65.56","74.84","76.98","77.54","76.15","72.75","66.96","43.62","23.74","18.05","12.69","8.2","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955379.3125","1952274","3.96","2.57","1.71","1.05","0.69","0.65","1.25","3.25","10.38","26.71","39.18","48.05","46.05","51.46","52.63","52.63","51.17","48.35","46.21","31.91","18.01","13.38","9.24","6.12","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955379.625","1952325","0.93","0.56","0.33","0.21","0.13","0.09","0.29","0.95","3.65","10.82","15.41","18.39","17.2","19.31","19.54","19.59","19.14","18.02","15.22","8.79","5","3.92","2.5","1.5","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955379.8125","1952376","1.1","0.68","0.42","0.25","0.17","0.12","0.38","1.24","4.33","12.36","18.09","21.65","20.51","22.95","23.37","23.43","22.79","21.29","17.41","10.08","5.74","4.43","2.87","1.73","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955380.125","1952428","6.85","4.02","2.56","1.57","1.13","1.28","2.51","7.31","21.18","50.09","75.29","91.95","88.48","99.78","102.38","102.9","101.05","96.06","87.33","56.84","32.85","25.25","17.88","11.52","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954155","1952691","5.22","2.56","1.42","0.72","0.54","0.9","2.44","7.3","19.93","50.82","74.3","91.52","79.11","94.05","95.38","95.16","91.45","87.46","89.52","55.68","35.86","27.6","17.96","10.23","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954204.125","1952691","0.44","0.2","0.12","0.08","0.08","0.14","0.43","2.32","4.69","8.98","12.14","13.19","10.33","13.23","13.96","14.41","15.17","14.2","11.71","6.56","4.16","3.09","2.13","0.99","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954204.375","1952742","2.57","1.26","0.74","0.38","0.29","0.57","1.75","5.34","14.84","38.68","56.56","65.9","56.61","69.54","71.01","71.07","69.11","65.19","61.27","36.49","23.1","16.62","9.67","5.26","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954253.125","1952691","4.19","2.05","1.12","0.59","0.48","0.8","2.14","6.2","15","33.91","47.78","61.89","54.04","61.95","61.58","62","59.11","56.59","59.22","37.71","25.44","20.3","14.25","8.24","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954253.375","1952742","1.71","0.81","0.49","0.31","0.3","0.57","1.76","6.24","13.74","28.59","39.06","45.44","38.35","46.61","47.08","48.25","48.07","44.8","38.67","22.53","15.17","11.07","7.19","3.73","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955183.125","1952275","4.27","2.81","1.86","1.18","0.8","0.66","1.56","4.77","16.91","45.36","63.4","73.81","67.35","75.64","76.34","76.1","73.38","68.07","59.21","36.19","20.5","15.33","10.09","6.58","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955183.3125","1952326","10.14","6.4","4.11","2.59","1.75","1.6","3.19","9.1","31.13","83.08","120.8","144.13","134.42","151.03","154.6","154.87","150.4","141.98","130.13","84.6","47.63","35.52","24.24","15.94","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955183.625","1952377","5.53","3.43","2.15","1.3","0.81","0.8","1.64","4.7","16.13","44.53","67.83","82.88","79.88","89.48","92.63","93","90.82","86.34","77.84","50.59","27.62","20.33","13.72","8.71","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955183.875","1952429","3.29","2.04","1.33","0.76","0.48","0.5","0.9","2.01","4.66","11.39","20.77","29.09","31.65","34.9","36.84","37.26","36.74","35.53","34.74","26.06","14.7","10.99","7.91","5.1","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955232.125","1952274","6.61","4.27","2.8","1.74","1.12","1.09","2.11","5.94","20.71","54.82","79.87","95.21","88.94","99.89","102.52","102.46","99.42","93.81","87.17","57.69","31.61","22.97","15.55","10.26","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955232.375","1952326","8.05","5.16","3.34","2.06","1.34","1.25","2.61","7.56","26.38","71.04","103.62","123.61","115.88","130.04","133.21","133.23","129.34","121.76","110.02","70.89","39.11","28.76","19.32","12.54","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955232.6875","1952377","5.16","3.17","1.97","1.2","0.73","0.73","1.47","4.18","14.82","41.39","62.59","76.48","73.45","82.4","85.19","85.53","83.67","79.78","72.91","47.53","25.92","19.13","12.87","8.15","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955233","1952429","4.44","2.76","1.76","1.05","0.67","0.7","1.29","3.53","11.56","30.84","48.55","59.99","58.6","65.57","68.56","68.87","67.24","64.18","59.37","40.23","21.67","15.6","10.73","6.95","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955281.1875","1952274","4.89","3.3","2.31","1.57","1.22","1.11","1.96","4.94","14.82","36.95","52.14","61.24","56.88","63.77","64.32","64.05","61.77","57.52","52.52","34.76","21.37","16.12","11.11","7.59","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954938.3125","1952379","20.22","12.13","7.77","4.55","3.07","2.61","4.15","10.4","24.7","55.53","91.64","125.57","132.21","147.23","150.79","153.86","152.65","148.23","154.74","116.39","78.87","69.07","52.11","33.3","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954938.625","1952430","16.26","9.74","6.26","3.73","2.46","1.96","3.42","8.8","23.71","60.79","100.62","136.01","141.37","157.59","161.23","163.88","162.09","155.19","152.03","106.14","66.48","55.94","41.17","26.08","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954987.375","1952379","14.52","8.7","5.58","3.35","2.17","1.74","3.06","7.87","21.19","54.31","89.9","121.51","126.29","140.79","144.04","146.41","144.81","138.64","135.81","94.81","59.39","49.98","36.77","23.31","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954987.6875","1952430","14.44","8.66","5.61","3.32","2.2","1.78","2.89","7.16","17.62","42.98","74.9","104.91","111.94","124.57","127.79","130.29","129.23","124.18","125.31","90.23","57.28","48.63","36.37","23.17","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955036.375","1952378","3.83","2.35","1.5","0.88","0.6","0.61","1.16","2.76","6.76","18.77","38.13","54","58.17","65.39","70.43","72.52","71.52","66.83","60.44","39.15","20.16","14.65","10.16","6.05","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955036.6875","1952430","16.17","9.59","6.05","3.61","2.43","2.26","4.05","11.21","29.88","69.7","112.18","145.22","147.74","166.82","172.59","175.64","174.81","167.42","160.22","110.25","66.64","54.82","40.78","26.21","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955085.5","1952378","5.29","3.21","2.02","1.21","0.81","0.76","1.62","4.22","12.28","35.09","61.65","82.26","84.76","95.26","100.73","102.94","101.26","94.82","84.16","52.95","27.96","20.75","14.07","8.38","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955085.8125","1952429","3.36","2.09","1.36","0.78","0.49","0.51","0.91","2.05","4.77","11.65","21.26","29.76","32.4","35.71","37.69","38.12","37.6","36.35","35.55","26.66","15.04","11.25","8.1","5.22","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955134.5","1952378","7.23","4.64","3.02","1.85","1.19","1.08","2.26","6.21","20.55","54.79","80.52","98.36","94.04","105.29","107.4","107.62","104.68","98.64","90.57","59.97","33.85","25.47","17.34","11.22","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955134.8125","1952429","4.74","2.91","1.85","1.08","0.68","0.64","1.34","3.47","10.31","28.14","44.65","57.57","58.29","64.82","67.09","67.6","66.38","63.43","58.31","39.67","22.44","17.06","11.78","7.41","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954937.375","1952225","5.28","2.98","1.8","1.09","0.77","0.69","1.94","6","16.31","38.13","53.97","67.89","62.97","69.44","68.89","69.75","67.19","62.97","61.88","39.62","25.45","21.51","15.14","9.32","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954937.8125","1952276","7.3","4.37","2.81","1.62","1.1","0.79","1.34","3.7","9.22","22.42","38.18","53.51","56.36","62.7","63.91","65.41","64.5","61.12","61.48","43.82","29.6","26.06","19.46","12.25","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954938","1952327","5.27","3.12","2.03","1.22","0.85","0.77","1.48","3.79","9.79","25.04","44.18","61.62","64.72","72.42","75.18","76.96","75.68","71.24","68.08","45.35","26.26","20.79","14.54","8.84","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954986.625","1952224","3.88","2.25","1.48","0.89","0.62","0.43","1.07","3.36","10.52","27.23","39.16","49.22","47.55","53.02","52.34","52.55","51.2","48.26","44.73","28.51","18.41","15.59","10.79","6.67","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954986.8125","1952276","0.67","0.38","0.23","0.15","0.14","0.13","0.28","0.77","2.08","7.02","16.13","23.11","24.64","28.25","31.02","32.47","32.02","28.98","24.13","12.8","5.57","3.81","2.41","1.12","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954987.125","1952327","4.47","2.56","1.65","1","0.73","0.54","1.29","3.9","12.16","33.55","54.02","71.01","70.81","79.84","81.84","83.58","81.95","76.19","68.76","41.22","23.85","19.41","13.15","7.72","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955035.625","1952224","1.44","0.89","0.54","0.33","0.22","0.16","0.5","1.62","5.63","16.09","23.53","28.17","26.7","29.87","30.42","30.5","29.66","27.71","22.67","13.12","7.47","5.77","3.74","2.27","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955035.8125","1952276","6.82","4.05","2.63","1.57","1.03","0.86","1.81","4.98","14.5","37.26","56.84","74.18","74.53","82.84","83.57","84.14","82.49","78.77","75.65","51.77","31.66","25.7","18.02","11.3","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955036.125","1952327","6.28","3.7","2.43","1.45","1.01","0.87","1.73","4.53","11.8","30.24","53.58","74.52","78.15","87.55","91.03","93.13","91.59","86.05","81.4","53.84","30.94","24.52","17.24","10.47","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955084.875","1952275","11.17","6.68","4.31","2.58","1.68","1.22","2.09","5.64","15.77","38.9","56.91","73.85","74.44","82.3","80.88","81.15","80.39","78.42","81.23","59.47","41.48","37.01","27.82","18.02","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955085.1875","1952327","2.76","1.7","1.09","0.63","0.38","0.41","0.69","1.44","3.39","8.5","15.58","22.38","24.56","27.11","28.61","28.97","28.76","28.14","28.82","22.01","12.41","9.35","6.71","4.32","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955133.875","1952275","0.14","0.1","0.07","0.04","0.04","0.04","0.11","0.32","0.79","1.88","2.55","2.77","2.55","2.71","2.88","2.79","2.66","2.43","1.89","1.13","0.68","0.44","0.29","0.2","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","955134.3125","1952326","12.6","7.36","4.56","2.75","1.92","2.1","4.31","12.69","35.3","83.63","118.71","139.56","131.81","146.89","149.93","151.4","150.5","142.78","132.22","90.69","55.48","43.76","32.32","20.95","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954496.1875","1952278","12.57","7.68","4.93","2.91","1.83","1.38","1.76","3.84","8.08","16.99","27.44","38.96","43.71","47.51","46.51","46.78","47.58","49.19","59.2","51.23","38.55","35.82","28.83","19.36","2016-05-04 오후 6:20:55"
"201603","서울특별시","종로구","종로1.2.3.4가동","1.10106E+19","954545.3125","1952278","10.96","6.74","4.26","2.4","1.45","1.02","1.25","3.13","6.48","13.37","20.89","31.32","35.38","37.86","37.04","37.4","37.7","38.67","49.38","45.63","36.44","34.3","27.11","17.94","2016-05-04 오후 6:20:55"
