"STD_YM","SI_DO_NM","SGNG_NM","ADONG_NM","BLOCK_CD","X_COORD","Y_COORD","MAN_FLOW_POP_CNT_10G","MAN_FLOW_POP_CNT_20G","MAN_FLOW_POP_CNT_30G","MAN_FLOW_POP_CNT_40G","MAN_FLOW_POP_CNT_50G","MAN_FLOW_POP_CNT_60GU","WMAN_FLOW_POP_CNT_10G","WMAN_FLOW_POP_CNT_20G","WMAN_FLOW_POP_CNT_30G","WMAN_FLOW_POP_CNT_40G","WMAN_FLOW_POP_CNT_50G","WMAN_FLOW_POP_CNT_60GU","DATA_LOAD_DT"
"201603","서울특별시","종로구","혜화동","11010650100111000001","955586.5","1954327","9.13","27.46","11.99","10.82","9.48","8.43","7.92","25.93","11.18","12.69","10.22","8.91","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","혜화동","11010650100111000001","955586.8125","1954378","10.62","27.37","13.3","14.7","14.22","16.18","8.22","25.6","11.48","14.59","11.97","14.74","2016-05-04 오후 6:30:54"
"201603","서울특별시","종로구","혜화동","11010650100111000001","955635.3125","1954276","9.65","29.05","12.67","11.44","9.99","8.89","8.35","27.41","11.83","13.42","10.81","9.44","2016-05-04 오후 6:30:54"
"201603","서울특별시","종로구","혜화동","11010650100111000001","955684.875","1954378","8.23","24.87","10.85","9.79","8.55","7.63","7.17","23.48","10.12","11.49","9.24","8.09","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","혜화동","11010650100141000001","955683","1954019","16.28","49.18","21.47","19.35","16.92","15.12","14.2","46.42","20.02","22.72","18.29","16.05","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","혜화동","11010650100141000001","955732","1954018","23.25","59.88","29.1","32.16","31.09","35.42","17.97","56.02","25.09","31.96","26.13","32.32","2016-05-04 오후 6:30:54"
"201603","서울특별시","종로구","혜화동","11010650100051000001","956077.8125","1954479","3.23","7.51","7.74","5.88","4.56","3.67","2.52","11.28","8.65","6.26","4.64","3.73","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955732.3125","1954070","20.66","62.31","27.19","24.51","21.43","19.21","17.98","58.84","25.38","28.8","23.18","20.31","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955732.625","1954121","18.87","56.91","24.83","22.39","19.59","17.5","16.39","53.75","23.17","26.3","21.16","18.55","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955780.8125","1953967","1.16","0.26","2.33","5.05","7.47","11.71","0.34","0.17","1.45","2.31","3.27","6.69","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955781.125","1954018","36.04","113.1","69.93","61.61","49.17","37.94","31.07","125.06","67.6","68.29","51.21","39.83","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955830.125","1954018","29.6","90.84","110.2","109.38","96.23","67.27","27.85","113.42","106.03","108.36","91.14","64.97","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955830.6875","1954120","36.64","104.5","67.26","65.13","55.57","51.71","29.42","114.75","62.89","67.08","51","49.32","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955879.5","1954069","40.43","149.72","89.36","76.22","56.96","39.33","46.46","167.86","84.34","78","58.2","44.05","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100061000001","955685.3125","1954429","21.74","48.6","33.43","33.76","28.66","25.07","20.47","50.66","38.78","42.82","32.87","29.5","2016-05-04 오후 6:30:54"
"201603","서울특별시","종로구","혜화동","11010650100061000001","955734.3125","1954429","7.69","23.16","10.12","9.12","7.98","7.12","6.7","21.89","9.43","10.71","8.64","7.56","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100061000001","955783.3125","1954429","11.45","31.79","19.38","16.1","13.35","11.41","9.61","35.18","19.83","18.15","14.12","11.92","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955589","1954789","6.61","19.97","8.71","7.89","6.87","6.13","5.77","18.87","8.14","9.24","7.43","6.52","2016-05-04 오후 6:31:16"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955637.5","1954686","1.4","0.53","1.3","3.34","3.99","6.33","0.43","0.31","0.48","1.79","1.61","4.82","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955638.125","1954789","3.58","13.25","4.36","4.6","4","3.03","6.03","10.43","4.12","4.74","4.32","4.29","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955638.3125","1954841","3.24","3.3","6.19","8.68","7.74","6.53","2.2","3.87","6.23","8.37","8.24","7.38","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955686.625","1954686","10.43","24.45","15.84","17.64","15.57","13.53","8.4","23.89","15.26","18.69","16.71","14.81","2016-05-04 오후 6:31:17"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955687.125","1954789","3.44","3.5","6.54","9.2","8.18","6.95","2.35","4.08","6.61","8.84","8.77","7.83","2016-05-04 오후 6:31:11"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955687.375","1954840","10.05","23.52","15.28","17","14.99","13.05","8.1","23.02","14.69","18.04","16.13","14.27","2016-05-04 오후 6:31:19"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955735.3125","1954635","9.21","28.07","28.7","30.19","23.56","18.34","7.2","27.89","21.21","21.41","18.16","16.65","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955736.375","1954840","3.54","3.59","6.73","9.43","8.41","7.11","2.4","4.21","6.77","9.08","8.97","8.04","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100121000001","955784.6875","1954686","7.27","20.75","9.9","10.06","9.95","10.82","6.1","19.56","8.95","10.42","8.94","9.21","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","혜화동","11010650100151000001","955585.875","1954225","14.88","48.5","19.11","18.19","15.87","13.42","17.23","42.77","17.9","20.4","17.16","15.73","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100151000001","955684.375","1954275","9.84","29.66","12.95","11.67","10.21","9.14","8.56","28.04","12.09","13.72","11.04","9.68","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100151000001","955733.125","1954224","11.92","36","15.69","14.15","12.39","11.06","10.38","33.99","14.66","16.64","13.38","11.71","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100171000001","955636.125","1954430","9.94","25.63","12.46","13.76","13.31","15.16","7.71","23.98","10.74","13.69","11.2","13.84","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955785.8125","1954891","3.83","3.86","7.27","10.2","9.09","7.64","2.57","4.53","7.29","9.82","9.7","8.72","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955834.8125","1954891","3.77","3.83","7.21","10.11","8.99","7.61","2.57","4.47","7.23","9.71","9.63","8.61","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955883.125","1954736","3.82","14.13","4.66","4.9","4.26","3.24","6.44","11.16","4.41","5.07","4.61","4.6","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955883.625","1954839","10.87","25.43","16.45","18.36","16.18","14.06","8.75","24.84","15.88","19.46","17.41","15.43","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955883.875","1954891","11.12","25.96","16.85","18.75","16.56","14.41","8.95","25.39","16.25","19.93","17.77","15.74","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955931.8125","1954685","11.32","36.85","14.53","13.83","12.06","10.13","13.09","32.48","13.62","15.52","13.04","11.96","2016-05-04 오후 6:31:14"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955932","1954736","7.42","22.37","9.76","8.82","7.69","6.88","6.45","21.13","9.1","10.34","8.31","7.27","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955980.625","1954633","0.49","0.1","0.99","2.14","3.14","4.97","0.14","0.06","0.64","0.98","1.39","2.78","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955980.875","1954685","4.13","15.24","5.03","5.29","4.58","3.48","6.95","12.02","4.75","5.49","4.97","4.95","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100161000001","956029.3125","1954582","4.09","9.52","9.79","7.44","5.76","4.6","3.18","14.24","10.98","7.94","5.88","4.74","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","혜화동","11010650101011000001","955781.6875","1954121","20.55","61.97","27.04","24.39","21.3","19.09","17.88","58.52","25.24","28.64","23.03","20.22","2016-05-04 오후 6:31:17"
"201603","서울특별시","종로구","이화동","11010640100041000001","955776.375","1953145","2.52","21.41","56.36","58.75","36.06","20.16","6.09","31.3","32.08","26.58","26.11","17.05","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640100041000001","955825.8125","1953196","2.59","22.15","58.25","60.75","37.28","20.84","6.31","32.37","33.17","27.48","26.99","17.61","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640100031000001","955874.3125","1953093","1.78","10.56","17.99","18.86","16.17","11.37","1.93","12.78","14.72","13.48","12.09","9.15","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","이화동","11010640200021000001","956120.6875","1953297","7.34","31.5","43.3","41.56","33.59","24.7","8.33","40.71","42.63","36.72","30.16","22.75","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","이화동","11010640100031000001","955874.625","1953144","2.73","2.21","12.88","28.2","44.08","161.95","1.39","1.29","8.33","17.35","26.11","70.77","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640100031000001","955923.3125","1953093","2.52","11.4","20.34","22.74","21.16","18.32","2.2","13.63","16.38","15.55","14.57","13.18","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200041000001","956416.125","1953501","2.68","5.63","6.33","5.6","5.25","5.6","1.95","8.37","6.78","5.22","4.24","4.44","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200041000001","956465.3125","1953552","6.69","18.68","21.35","18.82","15.52","14.18","6.22","26.25","23.84","19.14","14.99","12.91","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200021000001","956414.6875","1953244","4.54","9.5","10.67","9.48","8.86","9.51","3.3","14.17","11.49","8.81","7.2","7.43","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200091000001","956320.375","1953964","6.18","19.86","24.19","23.03","19.53","18.89","6.51","26.6","27.02","22.92","18.46","16.53","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640300011000001","956070.3125","1953040","2.68","12.05","22.38","26.7","28.01","27.83","2.4","14.33","17.62","17.46","18.32","17.2","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640100031000001","955923.8125","1953195","1.07","9.64","20.4","22.86","19.59","13.12","1.23","9.63","12.5","12.26","12.9","8.05","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640100031000001","955924.6875","1953349","6.18","22.31","25.84","22.58","16.91","13.2","7.15","30.07","29.63","24.38","18.65","14.08","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","이화동","11010640200041000001","956416.875","1953655","5.07","18.28","21.17","18.47","13.81","10.77","5.85","24.6","24.25","19.97","15.24","11.51","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","이화동","11010640200021000001","956071.125","1953195","4.71","17.04","19.71","17.21","12.88","10.02","5.45","22.92","22.58","18.6","14.21","10.75","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","이화동","11010640200021000001","956071.875","1953349","5.74","20.81","24.07","21.05","15.75","12.27","6.66","27.99","27.61","22.73","17.36","13.09","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","혜화동","11010650100051000001","955979.5","1954428","3.2","11.5","13.29","11.62","8.72","6.8","3.69","15.5","15.28","12.57","9.62","7.23","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","혜화동","11010650100051000001","956077.3125","1954376","1.91","6.87","7.97","6.96","5.2","4.06","2.21","9.25","9.15","7.52","5.76","4.3","2016-05-04 오후 6:31:09"
"201603","서울특별시","종로구","이화동","11010640100031000001","955924.875","1953401","12.65","68.72","103.08","93.93","80.24","80.45","13.31","92.59","125.13","103.22","96.51","83.64","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640100031000001","955972.875","1953195","10.3","32.97","47.03","48.01","44.2","30.98","10.09","38.67","39.63","41.51","35.66","25.45","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640100031000001","955973.5","1953298","5.47","19.73","22.8","19.91","14.89","11.61","6.33","26.51","26.16","21.5","16.44","12.42","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640100031000001","955974","1953401","6.58","23.81","27.54","24.06","18.02","14.06","7.64","32.05","31.59","26","19.87","15.01","2016-05-04 오후 6:31:11"
"201603","서울특별시","종로구","이화동","11010640200101000001","956319.625","1953810","6.35","22.92","26.52","23.19","17.37","13.52","7.34","30.86","30.41","25.02","19.13","14.43","2016-05-04 오후 6:31:11"
"201603","서울특별시","종로구","이화동","11010640100031000001","956021.375","1953092","13.28","47.32","59.08","60.06","54.97","48.06","16.52","54.66","54.79","52.34","47.18","38.8","2016-05-04 오후 6:31:19"
"201603","서울특별시","종로구","이화동","11010640200021000001","956120.125","1953194","7.26","28.48","40.16","40.07","34.17","28.48","7.67","36.64","39.07","34.26","28.85","24.01","2016-05-04 오후 6:31:19"
"201603","서울특별시","종로구","이화동","11010640200031000001","956269.125","1953553","6.83","14.24","16","14.18","13.26","14.31","4.95","21.23","17.12","13.17","10.77","11.17","2016-05-04 오후 6:31:19"
"201603","서울특별시","종로구","혜화동","11010650100141000001","955731.1875","1953864","19.64","79.78","67.36","63.33","52.48","41.63","20.28","93.98","57.9","51.85","42.51","34.51","2016-05-04 오후 6:31:19"
"201603","서울특별시","종로구","이화동","11010640100031000001","956021.6875","1953143","6.63","28.36","38.96","37.42","30.2","22.2","7.51","36.59","38.33","33.04","27.12","20.49","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100161000001","955833.6875","1954685","8","12.19","10.7","14.01","12.19","10.84","8.66","10.77","14.9","20","15.13","14.32","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640100031000001","956021.875","1953195","5.47","17.53","21.36","20.29","17.23","16.7","5.75","23.46","23.86","20.26","16.25","14.59","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200041000001","956464.8125","1953449","3.55","7.45","8.37","7.42","6.93","7.44","2.6","11.06","8.95","6.9","5.62","5.84","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200041000001","956513.875","1953449","4.17","12.6","23.64","26.26","20.75","16.37","6.18","15.13","20.37","20.91","17.56","15.01","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200041000001","956514.6875","1953603","1","0.24","2.35","6.76","10.79","17.9","0.8","0.15","1.74","3.29","4.78","9.88","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640100031000001","956022.1875","1953246","5.6","17.95","21.92","20.82","17.65","17.07","5.89","24.06","24.44","20.74","16.7","14.92","2016-05-04 오후 6:31:16"
"201603","서울특별시","종로구","이화동","11010640100031000001","956022.5","1953298","13.91","45.39","45.68","41.56","33.32","28.11","13.03","60.01","48.16","42.75","32.46","26.17","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100091000001","955879.8125","1954120","12.76","39.06","34.99","33","27.99","24.97","10.3","50.92","33.76","32.43","24.47","20.87","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200041000001","956367.5","1953604","6.66","26.04","36.72","36.62","31.24","26.03","7.05","33.5","35.75","31.3","26.4","21.95","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200041000001","956415.5","1953398","4.75","20.24","27.8","26.7","21.55","15.88","5.36","26.13","27.39","23.6","19.42","14.61","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200071000001","956365.625","1953244","1.59","9.27","15.78","16.51","14.17","9.97","1.68","11.18","12.86","11.79","10.58","8.02","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200041000001","956415.8125","1953450","2.94","6.82","7.03","5.33","4.14","3.33","2.29","10.25","7.86","5.69","4.22","3.41","2016-05-04 오후 6:31:17"
"201603","서울특별시","종로구","이화동","11010640200041000001","956416.3125","1953552","3.38","7.1","7.95","7.09","6.6","7.07","2.5","10.54","8.54","6.56","5.37","5.55","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","이화동","11010640200041000001","956465.125","1953501","3.22","6.76","7.56","6.69","6.27","6.73","2.35","9.99","8.11","6.24","5.06","5.3","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","이화동","11010640200041000001","956416.625","1953604","4.05","9.45","9.76","7.4","5.73","4.6","3.16","14.19","10.91","7.87","5.83","4.71","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100041000001","955733.6875","1954326","4.36","10.13","10.46","7.92","6.12","4.95","3.41","15.2","11.68","8.45","6.25","5.03","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200041000001","956465.625","1953603","0.49","0.1","0.99","2.14","3.16","4.98","0.14","0.06","0.64","0.98","1.39","2.79","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","이화동","11010640200031000001","956220.6875","1953656","19.52","54.18","61.91","54.45","44.89","41.24","18.02","76.14","69.12","55.42","43.43","37.72","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","이화동","11010640200031000001","956318.5","1953604","5.86","18.83","22.98","21.87","18.54","17.92","6.18","25.23","25.63","21.74","17.53","15.69","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","이화동","11010640200041000001","956465.875","1953655","2.66","11.87","21.26","23.74","22.14","19.13","2.3","14.27","17.14","16.28","15.23","13.85","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","이화동","11010640200031000001","956220.125","1953553","7.76","16.25","18.26","16.22","15.09","16.3","5.66","24.19","19.55","15.05","12.31","12.72","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","이화동","11010640200081000001","956267.3125","1953194","7.03","21.29","29.88","29.36","25.99","22.07","5.74","28.84","27.57","23.31","20.11","17.55","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","이화동","11010640200041000001","956466.125","1953706","19.66","81.87","89.31","81.22","69.63","68.66","18.87","97.66","104.54","90.19","82.48","71.55","2016-05-04 오후 6:31:16"
"201603","서울특별시","종로구","이화동","11010640200041000001","956514.375","1953552","3.84","8.86","9.14","6.92","5.37","4.33","3","13.3","10.21","7.38","5.48","4.41","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200041000001","956514.875","1953655","5.14","11.93","12.32","9.35","7.24","5.83","4.03","17.89","13.77","9.95","7.37","5.91","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200061000001","956317.875","1953501","4.44","10.34","10.67","8.09","6.26","5.03","3.5","15.52","11.89","8.62","6.38","5.15","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100051000001","956028.8125","1954479","3.42","7.9","8.15","6.2","4.8","3.84","2.68","11.87","9.13","6.59","4.9","3.91","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200041000001","956515.3125","1953706","12.08","33.1","47.22","48.64","48.4","62.78","11.85","42.71","64.65","61.78","59.54","60.67","2016-05-04 오후 6:30:52"
"201603","서울특별시","종로구","이화동","11010640200041000001","956562.1875","1953295","8.45","21.9","31.12","31.53","30.26","20.97","6.79","26.48","24.11","25.78","22.63","16.23","2016-05-04 오후 6:31:14"
"201603","서울특별시","종로구","이화동","11010640200041000001","956562.375","1953346","4.07","13.52","24.61","26.33","19.41","12.9","6.54","16.31","21.45","21.64","17.61","13.5","2016-05-04 오후 6:30:54"
"201603","서울특별시","종로구","이화동","11010640200041000001","956563.3125","1953500","4.06","11.53","19.81","22.39","22.82","15.26","3.34","11.32","12.23","16.62","15.61","10.66","2016-05-04 오후 6:31:19"
"201603","서울특별시","종로구","이화동","11010640200041000001","956563.5","1953552","6.61","10.18","9.14","10.16","7.71","6.04","6.94","11.09","10.55","14.29","9.93","8.02","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200041000001","956564.125","1953654","18.11","43.73","57.41","53.76","44.67","45.02","16.03","58.34","74.98","69.75","62.94","54.64","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200101000001","956319.125","1953707","8.67","40.31","56.38","44.19","36.81","42.82","7.24","59.15","79.83","61.3","58.98","51.83","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200041000001","956612.3125","1953500","7.19","15.66","28.23","34.25","36.71","27.61","6.74","15.64","19.95","28.74","28.38","20.89","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200041000001","956612.5","1953551","0.01","0.01","0.51","1.62","2.09","3.96","0","0.05","0.17","0.44","1.28","1.55","2016-05-04 오후 6:30:50"
"201603","서울특별시","종로구","이화동","11010640200021000001","956071.3125","1953246","7.42","29.08","41.01","40.92","34.93","29.16","7.84","37.41","39.91","34.99","29.43","24.57","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200031000001","956221.1875","1953759","1.07","0.26","2.16","4.65","6.9","10.85","0.32","0.15","1.32","2.13","3.03","6.16","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200081000001","956070.8125","1953143","7.26","28.51","40.2","40.12","34.2","28.5","7.69","36.67","39.1","34.28","28.87","24.02","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200081000001","956119.625","1953092","7.6","29.68","41.87","41.77","35.64","29.65","8","38.21","40.73","35.73","30.11","25.06","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200051000001","956368.875","1953861","0.73","0.16","1.46","3.14","4.66","7.33","0.2","0.1","0.89","1.43","2.03","4.14","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","혜화동","11010650100091000001","956027.875","1954325","0.35","0.09","0.75","1.63","2.42","3.78","0.11","0.03","0.47","0.74","1.06","2.12","2016-05-04 오후 6:31:12"
"201603","서울특별시","종로구","이화동","11010640200021000001","956071.625","1953297","5.23","18.95","21.92","19.14","14.33","11.16","6.05","25.52","25.14","20.7","15.82","11.94","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200101000001","956319.3125","1953758","16.83","58.62","40.21","39.42","30.74","23.7","31.06","62.65","44.09","43.04","35.75","27.57","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","혜화동","11010650100051000001","956175.375","1954375","7.62","18.83","21.45","20.76","16.98","13.66","8.57","24.17","23.64","23.95","19.5","15.91","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200021000001","956072.125","1953400","7.07","22.75","27.77","26.37","22.37","21.63","7.45","30.48","30.95","26.26","21.15","18.93","2016-05-04 오후 6:31:16"
"201603","서울특별시","종로구","이화동","11010640200081000001","956316.625","1953245","4.42","10.24","10.57","8","6.23","5.01","3.49","15.37","11.82","8.52","6.34","5.09","2016-05-04 오후 6:31:16"
"201603","서울특별시","종로구","이화동","11010640200021000001","956072.375","1953451","17.01","55.77","56.12","51.05","40.9","34.48","16.04","73.71","59.09","52.48","39.88","32.02","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100091000001","955978.125","1954171","38.1","125.74","116.62","109.06","88.28","68.54","39.08","155.47","112.97","107.25","85.27","67.5","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","혜화동","11010650100071000001","955781.375","1954069","39.04","122.55","75.8","66.72","53.28","41.2","33.67","135.5","73.26","74.04","55.5","43.13","2016-05-04 오후 6:30:49"
"201603","서울특별시","종로구","이화동","11010640200021000001","956120.875","1953348","5.95","13.8","14.25","10.8","8.41","6.75","4.69","20.73","15.93","11.53","8.56","6.87","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200021000001","956219.875","1953502","6.67","15.45","15.96","12.11","9.38","7.56","5.22","23.24","17.82","12.89","9.56","7.67","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200071000001","956414.375","1953193","4.04","9.37","9.64","7.33","5.69","4.53","3.16","14.03","10.78","7.82","5.79","4.65","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200021000001","956121.3125","1953400","0.78","0.18","1.57","3.41","5.04","7.94","0.22","0.1","0.98","1.59","2.21","4.49","2016-05-04 오후 6:31:14"
"201603","서울특별시","종로구","이화동","11010640200021000001","956121.5","1953451","11.16","55.45","66.31","54.52","44.21","46.55","9.86","75.89","87.53","72.35","66.41","55.89","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","혜화동","11010650100091000001","955929.3125","1954223","31.72","108.38","87.78","72.55","53.58","38.82","30.9","138.71","90.04","75.69","55.54","40.64","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200021000001","956169.6875","1953297","5.63","13.02","13.45","10.19","7.9","6.35","4.42","19.52","15.01","10.85","8.04","6.47","2016-05-04 오후 6:31:11"
"201603","서울특별시","종로구","이화동","11010640200021000001","956219.625","1953451","6.41","14.9","15.35","11.65","9.04","7.27","5.04","22.34","17.17","12.4","9.21","7.39","2016-05-04 오후 6:31:11"
"201603","서울특별시","종로구","이화동","11010640200061000001","956366.6875","1953450","3.45","8.01","8.26","6.28","4.87","3.88","2.71","12","9.22","6.67","4.93","3.98","2016-05-04 오후 6:31:11"
"201603","서울특별시","종로구","이화동","11010640200021000001","956170.3125","1953399","12.49","36.57","40.44","33.56","25.42","20.05","11.98","51.56","45.93","36.04","27.32","21.01","2016-05-04 오후 6:31:13"
"201603","서울특별시","종로구","이화동","11010640200021000001","956218.5","1953245","4.81","17.32","20.07","17.53","13.12","10.23","5.54","23.32","22.96","18.91","14.46","10.89","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200061000001","956367.3125","1953553","6.98","20.5","22.67","18.79","14.25","11.25","6.71","28.88","25.73","20.19","15.26","11.74","2016-05-04 오후 6:31:10"
"201603","서울특별시","종로구","이화동","11010640200021000001","956219.125","1953348","10.89","31.89","35.25","29.24","22.17","17.49","10.46","44.95","40.04","31.41","23.75","18.33","2016-05-04 오후 6:30:53"
"201603","서울특별시","종로구","이화동","11010640200021000001","956219.3125","1953399","11.51","33.74","37.33","30.96","23.46","18.5","11.07","47.57","42.36","33.27","25.17","19.39","2016-05-04 오후 6:31:17"
"201603","서울특별시","종로구","이화동","11010640200021000001","956317.375","1953399","9.03","26.44","29.25","24.22","18.4","14.49","8.68","37.26","33.2","26.07","19.75","15.15","2016-05-04 오후 6:31:17"
"201603","서울특별시","종로구","이화동","11010640200101000001","956270.8125","1953861","7.31","26.36","30.49","26.63","19.93","15.58","8.45","35.45","34.96","28.78","22","16.57","2016-05-04 오후 6:31:17"
