일자,발전기명(WTG),발전기(Serial),발전량(kWh),최저풍속(m-s),평균풍속(m-s),최대풍속(m-s),최소발전량(kW),평균발전량(kW),최대발전량(kW),이용률(백분율),가동율(백분율),발전용량(kW),위치
2019-09-06,WTG01,U113-001,8756.348,0.125,5.106,16.437,-31.588,364.48,2402.756,15.863,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-07,WTG01,U113-001,19977.539,0.0,14.145999999999999,41.441,-28.737,832.418,2483.923,36.191,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-08,WTG01,U113-001,942.627,0.0,2.642,7.765,-32.685,38.491,440.494,1.7080000000000002,99.9,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-09,WTG01,U113-001,11626.708999999999,0.0,5.1610000000000005,16.947,-32.685,484.13599999999997,2424.035,21.063000000000002,99.9,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-10,WTG01,U113-001,36294.922,1.883,9.671,16.384,25.008000000000003,1512.2679999999998,2396.833,65.752,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-11,WTG01,U113-001,2523.6820000000002,0.033,3.3089999999999997,8.947000000000001,-32.247,104.43299999999999,940.2180000000001,4.572,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-12,WTG01,U113-001,1337.402,0.0,3.032,7.787999999999999,-33.343,54.835,566.193,2.423,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-13,WTG01,U113-001,204.59,0.0,2.265,6.233,-30.491999999999997,14.219000000000001,292.639,0.371,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-15,WTG01,U113-001,0.0,0.0,4.423,7.3,0.0,0.0,0.0,0.0,33.4,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-16,WTG01,U113-001,0.0,0.9009999999999999,4.3839999999999995,9.975,0.0,0.0,0.0,0.0,0.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-17,WTG01,U113-001,447.51,0.0,2.217,6.897,-30.273000000000003,18.345,458.921,0.8109999999999999,32.6,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-18,WTG01,U113-001,29053.711,0.0,8.209,15.629000000000001,-28.737,1210.56,2380.161,52.63399999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-19,WTG01,U113-001,3822.998,0.12,4.075,8.479,-31.369,158.998,648.6759999999999,6.926,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-20,WTG01,U113-001,1076.4160000000002,0.034,2.639,8.049,-31.808000000000003,44.33,506.085,1.95,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-21,WTG01,U113-001,9350.586,0.0,4.859,15.445,-30.93,389.32800000000003,2392.2270000000003,16.939,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-22,WTG01,U113-001,46263.672,5.093,13.697000000000001,34.16,-29.833000000000002,1927.9229999999998,2424.035,83.811,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-23,WTG01,U113-001,17240.967,0.37799999999999995,6.722,18.726,-31.588,718.188,2395.5170000000003,31.234,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-24,WTG01,U113-001,3756.348,0.035,3.142,9.086,-29.614,156.394,1246.897,6.805,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-25,WTG01,U113-001,1140.625,0.099,2.582,7.007000000000001,-31.15,47.146,519.467,2.066,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-26,WTG01,U113-001,764.16,0.036000000000000004,2.54,7.596,-30.273000000000003,31.701,638.5840000000001,1.3840000000000001,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-27,WTG01,U113-001,630.859,0.035,2.593,6.447,-32.247,25.44,280.79200000000003,1.143,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-28,WTG01,U113-001,1208.74,0.033,2.28,6.271,-31.588,50.023,324.228,2.19,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-29,WTG01,U113-001,4468.018,0.0,3.9789999999999996,9.117,-31.808000000000003,185.892,1006.248,8.094,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-09-30,WTG01,U113-001,680.42,0.285,2.648,5.861000000000001,-31.808000000000003,27.91,266.533,1.2329999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-01,WTG01,U113-001,6196.289000000001,0.034,3.66,17.335,-31.588,257.345,2424.255,11.225,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-02,WTG01,U113-001,17410.156000000003,0.0,6.489,17.673,-30.053,725.221,2445.094,31.54,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-03,WTG01,U113-001,22115.234,0.14400000000000002,7.445,22.112,-36.853,921.179,2395.737,40.064,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-04,WTG01,U113-001,615.967,0.065,2.5,7.29,-32.027,25.105,415.26599999999996,1.1159999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-05,WTG01,U113-001,19463.379,1.187,6.9270000000000005,12.633,-28.956,810.927,2369.1929999999998,35.26,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-06,WTG01,U113-001,594.971,0.07200000000000001,2.448,6.843999999999999,-32.247,24.218000000000004,502.356,1.078,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-07,WTG01,U113-001,7934.814,0.03,4.308,12.177999999999999,-31.15,330.345,2000.432,14.375,93.1,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-08,WTG01,U113-001,29725.097999999998,1.7309999999999999,8.359,14.32,28.298000000000002,1238.555,2378.406,53.85,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-09,WTG01,U113-001,8212.646,0.096,4.9639999999999995,12.485,-32.905,341.866,2336.0679999999998,14.878,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-10,WTG01,U113-001,1510.7420000000002,0.03,2.8169999999999997,6.795,-32.027,62.488,470.10900000000004,2.737,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-11,WTG01,U113-001,10077.148000000001,0.386,5.244,11.619000000000002,-30.491999999999997,419.588,1868.371,18.256,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-12,WTG01,U113-001,10851.073999999999,0.381,5.442,13.592,-30.273000000000003,451.907,2366.121,19.658,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-13,WTG01,U113-001,1435.059,0.0,2.891,8.058,-32.905,59.24100000000001,600.634,2.6,87.4,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-14,WTG01,U113-001,28885.254,0.031,8.094,17.39,-30.053,1203.643,2392.2270000000003,52.328,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-15,WTG01,U113-001,3662.598,0.262,3.852,11.604000000000001,-31.808000000000003,152.241,1982.6629999999998,6.635,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-16,WTG01,U113-001,1757.3239999999998,0.033,2.8989999999999996,7.115,-31.369,73.067,507.621,3.1839999999999997,99.9,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-17,WTG01,U113-001,1256.5919999999999,0.032,2.702,8.238999999999999,-37.731,51.988,735.985,2.276,99.9,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-18,WTG01,U113-001,2767.578,0.036000000000000004,3.517,7.882999999999999,-32.247,114.787,714.925,5.013999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-19,WTG01,U113-001,8430.664,0.049,4.802,10.195,-59.668,350.964,1640.0079999999998,15.273,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-20,WTG01,U113-001,4659.668,0.489,4.284,9.264,-31.588,193.938,1249.09,8.441,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-21,WTG01,U113-001,3975.342,0.12300000000000001,3.593,9.566,-29.833000000000002,165.405,1194.029,7.202000000000001,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-22,WTG01,U113-001,552.734,0.03,2.4019999999999997,5.785,-31.588,22.555,234.725,1.001,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-23,WTG01,U113-001,505.615,0.031,1.9769999999999999,6.722,-31.369,20.616999999999997,472.522,0.9159999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-24,WTG01,U113-001,3382.5679999999998,0.0,3.472,9.351,-41.898999999999994,140.69799999999998,1090.925,6.127999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-25,WTG01,U113-001,12283.691,0.092,5.194,13.894,-31.369,511.559,2369.4120000000003,22.253,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-26,WTG01,U113-001,37914.551,3.392,9.921,15.304,219.808,1579.734,2406.266,68.686,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-27,WTG01,U113-001,13166.992,0.03,5.37,13.071,-31.588,548.453,2366.121,23.853,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-28,WTG01,U113-001,7503.418000000001,0.03,4.265,12.637,-31.588,312.486,1867.713,13.593,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-29,WTG01,U113-001,16056.641000000001,1.5119999999999998,6.606,14.547,-28.737,669.0089999999999,2372.922,29.088,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-30,WTG01,U113-001,4048.0959999999995,0.069,3.766,10.152999999999999,-30.93,168.218,1426.999,7.334,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-10-31,WTG01,U113-001,1573.486,0.0,3.02,8.536,-31.808000000000003,65.27600000000001,592.737,2.8510000000000004,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-01,WTG01,U113-001,3985.3520000000003,0.032,3.389,9.093,-31.15,165.81799999999998,1142.4769999999999,7.22,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-02,WTG01,U113-001,1688.721,0.031,2.391,9.437000000000001,-30.93,70.001,1024.4560000000001,3.0589999999999997,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-03,WTG01,U113-001,4520.02,0.033,3.847,8.629,-30.93,188.132,968.955,8.187999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-04,WTG01,U113-001,908.936,0.184,2.225,7.627999999999999,-31.15,37.596,539.21,1.6469999999999998,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-05,WTG01,U113-001,2109.619,0.032,2.799,7.801,-31.588,87.6,740.153,3.822,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-06,WTG01,U113-001,576.904,0.036000000000000004,2.449,7.3420000000000005,-32.027,23.595,423.38300000000004,1.045,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-07,WTG01,U113-001,36759.277,2.0669999999999997,9.77,15.8,40.363,1531.616,2374.019,66.593,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-08,WTG01,U113-001,14345.703000000001,0.034,5.945,13.238,-30.711,597.516,2293.291,25.989,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-09,WTG01,U113-001,3728.76,0.12300000000000001,3.955,8.301,-30.93,155.079,728.7460000000001,6.755,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-10,WTG01,U113-001,21224.365,0.0,7.058,30.932,-43.873000000000005,884.187,2412.847,38.45,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-11,WTG01,U113-001,31232.422000000002,2.625,8.634,16.852999999999998,129.42700000000002,1301.417,2407.363,56.58,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-12,WTG01,U113-001,2949.4629999999997,0.092,3.438,8.695,-31.808000000000003,122.425,1032.134,5.343,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-13,WTG01,U113-001,16195.801000000001,0.0,6.042000000000001,20.229,-32.466,674.569,2399.027,29.34,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-14,WTG01,U113-001,30234.375,0.657,8.869,19.705,-31.588,1259.721,2391.7870000000003,54.772,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-15,WTG01,U113-001,20836.182,1.301,7.206,12.968,-3.29,868.1039999999999,2376.2129999999997,37.747,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-16,WTG01,U113-001,9370.85,0.033,4.5169999999999995,11.210999999999999,-30.93,390.209,1654.486,16.976,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-17,WTG01,U113-001,31287.354,0.0,8.677,20.34,-30.053,1303.52,2421.6220000000003,56.68,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-18,WTG01,U113-001,51543.945,2.727,12.152000000000001,21.840999999999998,253.81,2147.791,2406.924,93.37700000000001,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-19,WTG01,U113-001,45633.301,0.0,10.674000000000001,18.787,-31.15,1901.3370000000002,2409.556,82.669,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-20,WTG01,U113-001,14679.198999999999,0.299,5.445,13.794,-45.18899999999999,611.297,2405.169,26.593000000000004,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-21,WTG01,U113-001,2937.012,0.037000000000000005,3.013,9.113,-32.247,121.62,1360.75,5.321000000000001,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-22,WTG01,U113-001,5211.67,0.083,3.627,11.545,-30.711,216.537,1861.351,9.441,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-23,WTG01,U113-001,1472.9,0.032,2.617,8.975,-562.024,60.623999999999995,1005.3710000000001,2.668,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-24,WTG01,U113-001,18537.109,0.032,6.0920000000000005,19.785,-31.808000000000003,772.2810000000001,2401.659,33.582,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-25,WTG01,U113-001,37723.633,0.0,10.425,19.829,-31.808000000000003,1571.58,2388.717,68.34,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-26,WTG01,U113-001,2842.0409999999997,0.0,3.25,9.058,-31.588,118.165,1230.444,5.149,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-27,WTG01,U113-001,39835.937999999995,0.0,9.556000000000001,15.206,292.639,1659.783,2412.6279999999997,72.167,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-28,WTG01,U113-001,16001.221000000001,0.0,6.477,13.575999999999999,0.0,666.701,2369.1929999999998,28.988000000000003,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-29,WTG01,U113-001,8244.873,0.21899999999999997,4.897,10.012,-29.614,343.395,1612.806,14.936,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-11-30,WTG01,U113-001,880.8589999999999,0.03,2.0780000000000003,6.795,-406.491,36.293,486.12300000000005,1.5959999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-01,WTG01,U113-001,5899.658,0.0,3.949,12.408,-32.466,245.612,2353.3979999999997,10.687999999999999,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-02,WTG01,U113-001,51921.875,2.925,12.228,18.38,233.628,2163.593,2403.853,94.061,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-03,WTG01,U113-001,14205.078000000001,0.031,5.3389999999999995,15.026,-31.588,591.698,2417.4539999999997,25.734,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-04,WTG01,U113-001,7215.331999999999,0.063,4.146,11.116,-30.93,300.197,1969.501,13.071,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-05,WTG01,U113-001,31932.129,1.6,8.621,18.805999999999997,7.897,1330.509,2415.48,57.848,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-06,WTG01,U113-001,22374.022999999997,0.0,6.904,15.01,-26.763,932.053,2420.964,40.533,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-07,WTG01,U113-001,7660.645,0.03,3.603,12.595,-30.93,318.883,2395.737,13.878,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-08,WTG01,U113-001,6976.0740000000005,0.039,3.948,11.595,-32.247,290.243,2331.9,12.638,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-09,WTG01,U113-001,13100.098,0.0,5.789,10.62,-28.737,545.79,1634.523,23.732,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-10,WTG01,U113-001,12076.66,0.895,6.046,9.685,-31.15,503.07199999999995,1231.98,21.878,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-11,WTG01,U113-001,30494.141,1.815,8.823,16.895,0.0,1270.528,2395.297,55.243,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-12,WTG01,U113-001,21934.57,0.975,7.013999999999999,16.26,-16.452,913.8330000000001,2393.323,39.736999999999995,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-13,WTG01,U113-001,2533.203,0.0,2.478,9.308,-31.15,105.37100000000001,1358.995,4.5889999999999995,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-14,WTG01,U113-001,27592.285,0.239,7.7989999999999995,16.24,-29.833000000000002,1149.555,2393.542,49.986000000000004,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-15,WTG01,U113-001,902.3439999999999,0.033,2.3819999999999997,6.646,-32.027,37.145,399.91,1.635,99.7,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-16,WTG01,U113-001,6956.055,0.045,3.8710000000000004,12.728,-29.833000000000002,289.638,2379.5029999999997,12.602,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-17,WTG01,U113-001,31373.047000000002,0.0,8.58,14.497,-5.702999999999999,1307.319,2392.2270000000003,56.835,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-18,WTG01,U113-001,39913.086,0.0,9.942,16.133,0.0,1663.214,2397.491,72.306,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-19,WTG01,U113-001,20151.855,0.031,6.972,13.913,-30.491999999999997,839.5889999999999,2392.007,36.507,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-20,WTG01,U113-001,12091.309,0.032,5.245,13.145,-33.124,503.644,2393.542,21.905,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-21,WTG01,U113-001,1227.539,0.031,2.42,8.366,-32.027,50.703,701.763,2.224,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-22,WTG01,U113-001,1256.836,0.0,2.4859999999999998,7.784,-32.247,51.772,653.941,2.2769999999999997,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-23,WTG01,U113-001,15478.516000000001,0.109,5.954,12.424000000000001,-31.15,644.754,2374.677,28.041,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-24,WTG01,U113-001,3692.8709999999996,0.03,3.648,7.986000000000001,-32.247,153.472,817.3710000000001,6.69,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-25,WTG01,U113-001,3836.426,0.03,3.1889999999999996,11.558,-423.82199999999995,159.497,2236.9120000000003,6.95,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-26,WTG01,U113-001,24886.23,0.038,8.594,19.427,-241.525,1036.624,2384.11,45.083999999999996,98.5,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-27,WTG01,U113-001,27236.327999999998,0.765,8.638,19.340999999999998,-30.711,1134.7910000000002,2199.62,49.341,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-28,WTG01,U113-001,217.773,0.0,1.79,4.66,-30.93,8.699,173.959,0.395,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-29,WTG01,U113-001,8575.195,0.0,4.302,14.432,-31.808000000000003,356.791,2388.936,15.535,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-30,WTG01,U113-001,20117.188000000002,0.03,8.288,21.324,-31.15,838.057,2383.452,36.444,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2019-12-31,WTG01,U113-001,26947.266,0.0,12.537,24.462,-28.078000000000003,1122.836,2383.452,48.818000000000005,75.5,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-01,WTG01,U113-001,3668.945,0.026000000000000002,3.105,9.191,-32.027,152.613,1041.128,6.647,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-02,WTG01,U113-001,1803.223,0.026000000000000002,2.63,7.5520000000000005,-31.15,74.88,777.885,3.267,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-03,WTG01,U113-001,2465.82,0.026000000000000002,2.897,9.158,-31.808000000000003,102.38,1040.6889999999999,4.467,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-04,WTG01,U113-001,2640.137,0.0,2.88,8.937000000000001,-32.247,109.63799999999999,1033.011,4.783,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-05,WTG01,U113-001,1371.582,0.0,2.702,6.7589999999999995,-45.18899999999999,56.42,437.86199999999997,2.485,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-06,WTG01,U113-001,14914.551000000001,0.027000000000000003,6.648,17.776,-30.491999999999997,621.347,1067.452,27.019000000000002,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-07,WTG01,U113-001,19456.543,0.067,9.201,27.869,-39.486,810.574,1107.1589999999999,35.247,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-08,WTG01,U113-001,23517.577999999998,3.365,11.155999999999999,21.264,-29.395,979.8760000000001,1085.221,42.604,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-09,WTG01,U113-001,18397.461,0.0,8.048,14.044,-417.02099999999996,766.5219999999999,1468.899,33.329,98.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-10,WTG01,U113-001,2509.277,0.785,5.032,10.979000000000001,-20.839000000000002,104.49,1043.761,4.546,36.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-11,WTG01,U113-001,3060.059,0.0,4.6419999999999995,12.152999999999999,-31.15,127.339,1593.2820000000002,5.544,18.1,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-12,WTG01,U113-001,20922.363,0.0,7.615,12.777000000000001,-33.343,871.7719999999999,1994.07,37.903,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-13,WTG01,U113-001,15469.726999999999,0.9620000000000001,6.18,12.604000000000001,-32.466,644.466,1060.652,28.025,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-14,WTG01,U113-001,2167.48,0.026000000000000002,2.779,8.738,-31.369,89.95299999999999,867.168,3.927,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-15,WTG01,U113-001,3093.75,0.0,3.3689999999999998,8.264,-32.466,128.41299999999998,888.447,5.605,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-16,WTG01,U113-001,14201.171999999999,0.18100000000000002,5.837999999999999,11.762,-30.273000000000003,591.567,2227.26,25.726999999999997,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-17,WTG01,U113-001,11998.535,0.42700000000000005,5.502999999999999,11.761,-30.711,499.85,2337.603,21.736,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-18,WTG01,U113-001,6041.016,0.725,4.3180000000000005,11.097999999999999,-32.027,251.424,1959.849,10.944,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-19,WTG01,U113-001,2806.6409999999996,0.0,3.139,10.45,-31.15,116.73700000000001,1490.1779999999999,5.084,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-20,WTG01,U113-001,10584.473,1.165,5.897,14.335,-28.518,441.01099999999997,2378.406,19.175,92.4,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-21,WTG01,U113-001,4590.332,0.025,3.555,12.935,-31.588,190.87099999999998,1051.6580000000001,8.316,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-22,WTG01,U113-001,1361.816,0.036000000000000004,2.759,8.443,-31.369,56.372,561.586,2.467,99.8,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-23,WTG01,U113-001,16702.637,0.359,5.942,15.852,-31.369,695.846,2396.614,30.258000000000003,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-24,WTG01,U113-001,8941.895,0.0,5.643,13.104000000000001,-23.033,679.165,2388.058,16.199,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-27,WTG01,U113-001,73.73,0.0,0.528,6.675,-28.956,10.445,448.83,0.134,95.9,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
2020-01-28,WTG01,U113-001,4362.793,0.027000000000000003,3.372,9.562999999999999,-31.588,181.445,1508.605,7.904,100.0,2300,"전남 영광군 백수읍 하사리, 약수리, 염산면 일원"
