index,ACTIVE_POWER_mean,ACTIVE_POWER_sum,ACTIVE_POWER_min,ACTIVE_POWER_max,ws_X_mean,ws_X_sum,ws_X_min,ws_X_max,ws_y_mean,ws_y_sum,ws_y_min,ws_y_max,day,dayofyear,month,year_sin,year_cos
2020-01-16,-0.027233548842396958,-0.02723354884239689,-0.31671489289929894,0.4398040364639129,0.11803219963617038,0.1180321996361698,0.08501069346059732,0.17135106602537464,-0.05088021364301958,-0.05088021364301962,-0.13743394965917852,0.0006425245840341061,0.020982168194862583,-1.507655536899879,-1.5207690011033774,0.20014086133989162,1.4284827825857385
2020-01-17,0.09980843513479165,0.09980843513479164,-0.41682383460771183,0.2457727578521161,0.19327857602524706,0.19327857602524662,-0.09881325319893203,0.08190841079854178,0.026640092306978256,0.02664009230697822,0.1885850924729832,0.015288818882397862,0.13443226366708436,-1.4977787422216442,-1.5207690011033774,0.22407920151264582,1.422152225985215
2020-01-18,-0.40048714856945417,-0.4004871485694541,-0.552498242330992,-0.20944019128550453,-0.2617072879960647,-0.26170728799606513,-0.24094519134956688,-0.16752748405868803,-0.24861209031402173,-0.24861209031402182,-0.1394701453161105,-0.41429522033161864,0.24788235913930612,-1.4879019475434094,-1.5207690011033774,0.24790247249103964,1.4154205288352484
2020-01-19,-0.5315726017348066,-0.5315726017348066,-0.6175434252253742,-0.08451760206793955,-0.4297005835188868,-0.42970058351888707,-0.3982522951181575,-0.05503947501231545,-0.13350746439611147,-0.1335074643961115,-0.09723262058117503,-0.4353565658818867,0.36133245461152785,-1.4780251528651747,-1.5207690011033774,0.27160362429631585,1.4082896832351595
2020-01-20,0.24805468379485354,0.24805468379485343,0.07070096023459077,0.3018336646947988,0.4232542559593746,0.42325425595937416,0.49376172327002443,0.11902795896079559,0.11117522233695007,0.11117522233695006,0.2685607138508732,0.004945372331691786,0.47478255008374964,-1.46814835818694,-1.5207690011033774,0.2951756430884646,1.4007617994034978
2020-01-21,0.777191041799052,0.7771910417990519,-0.3142756985407596,1.4028085269364896,0.6424746443117162,0.6424746443117157,0.06373343001431364,0.664550676764913,-0.11525221409092584,-0.11525221409092587,-0.043292165766862345,0.02663436542091548,0.5882326455559714,-1.4582715635087051,-1.5207690011033774,0.31861155324134605,1.392839105053708
2020-01-22,-0.7140506959477098,-0.7140506959477098,-0.564365958154113,-0.4404014409275787,-0.6812608341319211,-0.6812608341319214,-0.4092237443345615,-0.389684542868029,-0.05658556482477308,-0.05658556482477312,0.026847776244464692,-0.0894583312247907,0.7016827410281932,-1.4483947688304704,-1.5207690011033774,0.341904419407289,1.3845239447347941
2020-01-23,0.24838874465548544,0.2483887446554854,-0.28144854770877875,0.5822689673302202,0.46861832339114373,0.4686183233911431,0.11784487282082888,0.3330610806463943,0.011237305896007693,0.01123730589600767,-0.26186879243144234,0.39928656043371297,0.8151328365004149,-1.4385179741522356,-1.5207690011033774,0.3650473485693018,1.3758187791375536
2020-01-24,0.14031825322463995,0.14031825322464,0.9792471581175508,-0.4365407196371281,0.4070551531261209,0.40705515312612045,1.1075319669553076,-0.28045560694950217,0.4173715486783116,0.41737154867831155,0.9800512036436185,-0.5055839514015329,0.9285829319726367,-1.4286411794740008,-1.5207690011033774,0.3880334920812156,1.366726184366273
2020-01-25,-0.07994101868087823,-0.07994101868087823,0.6380796371366364,-0.5715738454717365,0.10102653542528045,0.10102653542528015,0.7911222479925576,-0.4733696229029682,0.5706700940495145,0.5706700940495144,1.0841104617031725,-0.4377971200254974,1.0420330274448584,-1.418764384795766,-1.5207690011033774,0.4108560476939337,1.3572488511765581
2020-01-26,-0.30020029058639636,-0.30020029058639636,0.2969121161557222,-0.706606971306345,-0.2051442732706035,-0.20514427327060408,0.47466182469598706,-0.6664320507250919,0.675934418380084,0.6759344183800841,1.159819869687873,-0.39500098332989936,1.1554831229170803,-1.4088875901175313,-1.5207690011033774,0.43350826156864064,1.3473895841789842
2020-01-27,-0.5204595624919146,-0.5204595624919146,-0.044255404825192086,-0.8416400971409532,-0.5112629378299429,-0.5112629378299431,0.15835150767177683,-0.8595203093371588,0.7331798037702131,0.7331798037702131,1.2071826837166204,-0.37718250987242485,1.268933218389302,-1.3990107954392965,-1.5207690011033774,0.4559834302756763,1.3371513010090272
2020-01-28,-0.7407188343974328,-0.7407188343974328,-0.38542292580610626,-0.9766732229755617,-0.8171352495920623,-0.8171352495920629,-0.15760805723065452,-1.05251187664512,0.7424419030605055,0.7424419030605057,1.217892658233474,-0.37661222289943747,1.3823833138615238,-1.3891340007610617,-1.5207690011033774,0.4782749027778207,1.3265370314638503
2020-01-29,-0.8443590167567188,-0.8443590167567185,-0.5543711465834379,-0.8533919999870134,-0.886597630210746,-0.8865976302107464,-0.3301689715292793,-0.6357036620443933,0.5988965349697145,0.5988965349697144,0.13881754993660494,-0.16572838592778943,1.4958334093337455,-1.379257206082827,-1.5207690011033774,0.5003760823988239,1.3155499166055706
2020-01-30,-0.06749470447516741,-0.06749470447516741,-0.02413393748453889,-0.3201703706527017,0.23266191552400065,0.23266191552400003,0.42022102460353034,-0.2445339748739759,0.0422482617510286,0.04224826175102858,-0.0779584561917983,0.2712347873977587,1.6092835048059673,-1.3693804114045922,-1.5207690011033774,0.5222804287754017,1.3041932078318015
2020-01-31,0.04636010209855834,0.04636010209855827,-0.08233197278159446,0.23588763380322436,0.23380201577038873,0.23380201577038845,0.23435978943881758,0.14424556516081075,-0.19872348765510628,-0.19872348765510633,0.15890902768323803,-0.3871612781384529,1.722733600278189,-1.3595036167263574,-1.5207690011033774,0.5439814597930022,1.2924702659133205
2020-02-01,-0.6677666131389802,-0.6677666131389802,-0.5799153851626228,-0.7285472371866338,-0.5711196447462464,-0.5711196447462469,-0.3317006070241225,-0.6042619214134279,-0.166897204276999,-0.16689720427699906,0.1599714195537297,-0.3792579503013442,-1.680769263888464,-1.3496268220481227,-1.2191449509805066,0.5654727535036124,1.2803845599997474
