ACTIVE_POWER,ws_X,ws_y,day_sin,day_cos,year_sin,year_cos
-0.42519018104943407,-0.22811052484191155,-0.2813412681868136,-2.3427227563292823e-05,1.4142949400990785,0.2842029249128814,1.576301479712165
-0.5058744195269028,-0.3626367782732696,-0.17299595359419806,0.36598011800470065,1.366106987958648,0.2851585416805596,1.576033868684813
-0.5750839673091093,-0.48622039850047516,0.1390284515835353,0.7070411264799774,1.2248270608402145,0.28611397873408945,1.5757655256206407
-0.31589447593966713,-0.08284133878554215,0.18942732017845126,0.9999168541161254,1.0000831522858427,0.2870692355826653,1.5754964506574956
0.5012024764310479,0.6223934644982472,-0.3325589001995606,1.2246483040431935,0.7071911882808706,0.28802431173534665,1.5752266439336648
1.5013518894460496,1.166464962543518,0.6267037583934539,1.3659203993533675,0.3661112721342914,0.2889792067015131,1.5749561055877477
1.2291309852794967,1.0138474696807473,-0.2511366343050246,1.4141056802148217,8.743644877107401e-05,0.28993391999056173,1.5746848357587402
0.05640967184143753,0.22047929894950605,-0.13115717387028178,1.365920399361595,-0.365936399217253,0.2908884511119827,1.574412834586015
-0.5517579294079714,-0.38562278391302396,-0.05716651918074485,1.2246483040487979,-0.7070163153848302,0.29184279957535997,1.57414010220932
-0.6261973121314804,-0.5578460156655819,-0.3440883231237968,0.9999168541240515,-0.9999082793915834,0.2927969648903714,1.5738666387687785
-0.4743829822113234,-0.2838187132413841,0.3447619027887773,0.7070411265075062,-1.2246521879379872,0.29375094656678863,1.5735924444048897
-0.27978245499612675,-0.028442809852843507,-0.2593312821785369,0.3659801180155278,-1.3659321150694141,0.2947047441144781,1.5733175192585285
-0.3019105950920496,-0.05242362443034235,0.30747779128364083,-2.34272163541475e-05,-1.4141200672127459,0.2956583570434004,1.573041863470945
-0.5081994121698513,-0.3587755973109835,0.19045644925421815,-0.3660269724488651,-1.365932115074192,0.2966117848636113,1.5727654771837651
-0.25449250583907357,-0.04261603901404618,-0.4351719938268271,-0.7070879809426874,-1.2246521879472172,0.29756502708526156,1.5724883605389894
0.3589798719960513,0.5420934503353085,-0.09623707213336015,-0.9999637085621664,-0.9999082794046367,0.29851808321859724,1.5722105136789941
0.2466858936740295,0.4382320819591275,0.9507029014487859,-1.224695158490736,-0.707016315400817,0.2994709527739601,1.5719319367465303
0.08075424461254464,0.33692100035709005,-0.25421985068469105,-1.3659672538079848,-0.36593639923508403,0.30042363526186316,1.571652629884703
